"","Date","Rainfall_Settefrati","Temperature_Settefrati","Flow_Rate_Madonna_di_Canneto"
"1899",2020-05-23,NA,NA,224.2020345
"1900",2020-05-24,NA,NA,224.0789377
"1901",2020-05-25,NA,NA,224.1027754
"1902",2020-05-26,NA,NA,223.9999125
"1903",2020-05-27,NA,NA,223.6368025
"1904",2020-05-28,NA,NA,224.0065818
"1905",2020-05-29,NA,NA,223.9319185
"1906",2020-05-30,NA,NA,223.9570615
"1907",2020-05-31,NA,NA,223.8840037
"1908",2020-06-01,NA,NA,223.8939709
"1909",2020-06-02,NA,NA,223.8998308
"1910",2020-06-03,NA,NA,223.7992213
"1911",2020-06-04,NA,NA,223.8350338
"1912",2020-06-05,NA,NA,223.7981115
"1913",2020-06-06,NA,NA,224.347578
"1914",2020-06-07,NA,NA,224.5653131
"1915",2020-06-08,NA,NA,224.4832919
"1916",2020-06-09,NA,NA,224.399748
"1917",2020-06-10,NA,NA,224.4420299
"1918",2020-06-11,NA,NA,224.446045
"1919",2020-06-12,NA,NA,224.4229913
"1920",2020-06-13,NA,NA,224.4572536
"1921",2020-06-14,NA,NA,224.480195
"1922",2020-06-15,NA,NA,224.3954415
"1923",2020-06-16,NA,NA,224.4262549
"1924",2020-06-17,NA,NA,224.373913
"1925",2020-06-18,NA,NA,224.2318783
"1926",2020-06-19,NA,NA,224.1983273
"1927",2020-06-20,NA,NA,224.1416815
"1928",2020-06-21,NA,NA,224.1827727
"1929",2020-06-22,NA,NA,224.1703211
"1930",2020-06-23,NA,NA,224.1237806
"1931",2020-06-24,NA,NA,224.0729677
"1932",2020-06-25,NA,NA,224.0137039
"1933",2020-06-26,NA,NA,223.9191154
"1934",2020-06-27,NA,NA,223.8617874
"1935",2020-06-28,NA,NA,223.7643823
"1936",2020-06-29,NA,NA,223.7662716
"1937",2020-06-30,NA,NA,223.7526532
