"","Date","Rainfall_Simignano","Rainfall_Siena_Poggio_al_Vento","Rainfall_Mensano","Rainfall_Montalcinello","Rainfall_Monticiano_la_Pineta","Rainfall_Sovicille","Rainfall_Ponte_Orgia","Rainfall_Scorgiano","Rainfall_Pentolina","Rainfall_Monteroni_Arbia_Biena","Temperature_Siena_Poggio_al_Vento","Temperature_Mensano","Temperature_Pentolina","Temperature_Monteroni_Arbia_Biena","Volume_Pozzo_1","Volume_Pozzo_3","Volume_Pozzo_4","well","depth_to_gw.m"
"1605",2019-03-25,0,0,0,0,0,0,0,0,0,0,14.7,13.45,13.05,10.1,-158.2826383,-150.6590845,-133.0389644,"Pozzo_3",-10.5
"1606",2019-03-26,0,0,0.4,0,0.8,0,0.2,0,0,0,8.4,8.7,7.55,8.55,-158.2826383,-150.6590845,-133.0389644,"Pozzo_3",-9.8
"1607",2019-03-27,0,0,0,0,0,0,0,0,0,0,9.8,7.8,9.45,7.7,-158.2826383,-150.6590845,-133.0389644,"Pozzo_3",-9.8
"1608",2019-03-28,0,0,0,0,0,0,0,0,0,0,9.05,8.55,9.05,6.7,-158.2826383,-150.6590845,-133.0389644,"Pozzo_3",-9.8
"1609",2019-03-29,0,0,0,0,0,0,0,0,0,0,11.8,10.1,11.4,8.55,-158.2826383,-150.6590845,-133.0389644,"Pozzo_3",-10
"1610",2019-03-30,0,0,0,0,0,0,0,0,0,0,14.35,12.15,12.9,8.5,-158.2826383,-150.6590845,-133.0389644,"Pozzo_3",-10.1
"1611",2019-03-31,0,0,0,0,0,0,0,0,0,0,14.9,12.85,13.1,10,-150.3685064,-143.1261303,-126.3870162,"Pozzo_3",-9.4
"1612",2019-04-01,0,0,0,0,0,0,0,0,0,0,16.5,14.65,14.45,11.7,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.7
"1613",2019-04-02,0,0,0,0,0,0,0,0,0,0,15,14.05,14.6,11.7,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10.3
"1614",2019-04-03,0,0,0,0,0,0,0,0.2,0,0,12.35,12.05,12,11.55,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.6
"1615",2019-04-04,3.8,1,6.8,10.6,1.2,0.8,0.6,3.4,2.6,1,8.9,8.1,7.95,9.95,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.6
"1616",2019-04-05,39.2,36,26.4,24,39,35,25.4,28.6,29.8,40.2,8.1,7.35,7.25,7.2,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.6
"1617",2019-04-06,0.2,0,0,0.2,0.2,0,0.2,0.2,0,0.2,10.55,10.35,9.35,7.35,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.9
"1618",2019-04-07,2.8,0.2,2.4,3.2,2.2,1.4,0.6,1.2,4,0.4,10.35,9.4,9.35,9,-166.843884,-168.63024,-81.44166284,"Pozzo_3",-9.6
"1619",2019-04-08,0.4,0,1.6,0.6,0.4,0.4,0.8,1.2,0.2,0.6,10.6,8.95,9.35,8.7,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10
"1620",2019-04-09,0,0,0,0,0.2,0,0.2,0,0,0,13.4,11.6,12.45,10.5,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.8
"1621",2019-04-10,0,0,0,0,0,0,0,0,0,0,11.15,11,10.65,9.6,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.6
"1622",2019-04-11,0,0.4,2.6,0.2,0,0,6.8,1,0.4,0.6,11.55,11.45,11.5,12.05,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10.4
"1623",2019-04-12,3.4,7.4,16.2,23,7.6,2.6,16.8,5.4,26.8,2.2,11.75,11.75,11.8,11,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10.2
"1624",2019-04-13,3.4,5.8,10.2,1.4,7.4,6.6,5.8,6.4,6.8,0.2,10.4,9.8,9.55,8.85,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10.4
"1625",2019-04-14,0.6,0.2,0.6,0,0.2,0.2,0,0.6,0,0.4,9,8.6,9.1,7.75,-166.843884,-168.63024,-81.44166284,"Pozzo_3",-9.6
"1626",2019-04-15,13,11.2,12.4,45.4,10,6.6,8.6,15.8,19,23.8,11.1,10.25,9.75,9.3,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10
"1627",2019-04-16,0,0,0,0,0,0,0.2,0,0,0,13,11.35,12.15,9.45,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10.3
"1628",2019-04-17,0,0,0,0,0,0,0,0,0,0.2,14.75,13.2,12.85,11.85,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10.3
"1629",2019-04-18,0,0,0,0,0,0,0,0,0,0,16,15.1,15.15,11.1,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.6
"1630",2019-04-19,0,0,0,0,0,0,0,0,0,0,16.75,15.5,15.55,11.75,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10.3
"1631",2019-04-20,0,0,0,0,0,0,0,0,0,0,16.3,15.25,16.15,11.35,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10
"1632",2019-04-21,0,0,0,0,0,0,0,0,0,0,17.5,17.25,16.85,13.6,-166.843884,-168.63024,-81.44166284,"Pozzo_3",-9.8
"1633",2019-04-22,0,0,0,0,0,0,0,0,0,0,15.25,15.2,14.8,13.7,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.7
"1634",2019-04-23,28,19.4,23.8,36,38,26.4,24.2,19,31.8,22.4,13.7,13.65,13.05,15.05,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10
"1635",2019-04-24,6.8,1.2,4.8,7.8,6.4,4.4,3.8,2.4,5.2,1,16.95,16.15,15.95,15.05,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.8
"1636",2019-04-25,0,0,0,0,0,0.2,0,0,0,0.2,17.5,16.6,16.3,15.1,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10.4
"1637",2019-04-26,0,0,0,0,0,0,0,0,0,0,14.2,14,13.75,12.5,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.7
"1638",2019-04-27,12.4,5.8,15,1.6,6.4,8.4,4.4,4,0.2,1.8,14.8,12.85,14.2,12.5,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-9.8
"1639",2019-04-28,0,0,0,0,0.2,0,0,0,0.2,0.2,12.7,10.5,12.05,11.35,-166.843884,-168.63024,-81.44166284,"Pozzo_3",-9.9
"1640",2019-04-29,5.6,2,4.6,5,4,2.8,3.8,6,3,10.2,10.35,9.3,9.25,8.55,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10.2
"1641",2019-04-30,4.8,1.8,2,0.8,2.6,2.6,3.2,1.2,1.2,5.6,12.95,10.4,11.55,10.45,-175.6251411,-177.5055157,-85.72806615,"Pozzo_3",-10.4
"1642",2019-05-01,0,0,0,0,0,0,0,0,0,0,14.35,13.9,13.55,12.3,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.5
"1643",2019-05-02,14.2,2.8,2,0.2,6.4,29.6,6.6,1.2,15.2,3.2,13.85,13.2,12,12.55,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.7
"1644",2019-05-03,0,0,0,0,0,0,0,0,0,0,14.5,14.55,13.85,14.05,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.8
"1645",2019-05-04,0.2,0,0,0.4,0,0.4,0,0.2,0.6,0,14.2,13.4,13.15,12.1,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-10.2
"1646",2019-05-05,2.4,0,7.6,3.8,8,0.8,0,5.4,0,0.8,8.4,8.55,7.4,9.3,-159.1617959,-153.5944075,-104.1428093,"Pozzo_3",-9.4
"1647",2019-05-06,13.4,7.8,15.2,6.8,1.8,6,5.4,11,10.8,10.6,9.3,8.75,8.05,8.15,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-10.6
"1648",2019-05-07,0,0,0,0,0,0.2,0.2,0,0,0.2,11.85,11,10.35,8.85,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-10.1
"1649",2019-05-08,0,0,0,0,0,0,0,0,0,0,11.5,11.25,10.9,9.75,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-10.7
"1650",2019-05-09,4.4,2.2,2.6,4.2,6.4,2.6,2.6,5.2,6,0.6,15.25,13.05,14.15,13.3,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.6
"1651",2019-05-10,0,0,0.2,0,0.6,0,0,0,0.2,0,14.5,13.65,13.25,12.35,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-10.1
"1652",2019-05-11,0,0,0,0,0,0,0,0,0,0,15.15,14.15,14.1,12.3,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.7
"1653",2019-05-12,3.4,4,2,6.2,11.6,5.4,5.2,5.6,5,8.6,13.15,13.25,12.4,12.5,-159.1617959,-153.5944075,-104.1428093,"Pozzo_3",-9.6
"1654",2019-05-13,3,2.4,4.2,4.4,7.4,2,6.8,1.2,5.2,3.2,13.35,11.95,12.1,13.45,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.6
"1655",2019-05-14,0,0,0,0,0,0,0,0,0,0,11.9,11.55,11.35,9.9,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.7
"1656",2019-05-15,0,0,0,0,0,0,0,0,0,0,9.4,8.65,8.55,8.2,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.6
"1657",2019-05-16,0,0,0.2,0,0,0,0,0,0,0,13.35,12.1,12.5,10.85,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-10
"1658",2019-05-17,0,0,0,0,0,0,0,0,0,0,13.7,12.85,12.65,11.9,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.5
"1659",2019-05-18,8.6,6,12.4,12,14,6.6,7.6,5,9.2,7.2,14.55,13.9,13.1,13.1,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-10.5
"1660",2019-05-19,16.4,22.6,18.4,23,34.4,16,16.4,17.4,12.4,14.4,13.7,13.1,12.65,13.4,-159.1617959,-153.5944075,-104.1428093,"Pozzo_3",-10.2
"1661",2019-05-20,3,1,5.6,5.4,5,1,1.4,1.4,4.8,0.6,13.85,13.25,13,13.6,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.4
"1662",2019-05-21,2.6,3.8,0.8,1.6,4,3.6,2.2,26,3.8,3,15.55,15.25,15.15,15.05,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-10.3
"1663",2019-05-22,11.6,10.8,1.2,19.8,6,4,1.2,12.8,6.2,10,16.25,15.1,14.55,15.1,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.9
"1664",2019-05-23,1.2,0.8,0.8,2.8,10.6,2.2,3.6,0.8,7,1.4,17.7,15.75,16.3,15.85,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.7
"1665",2019-05-24,0,0,0,0,0,0,0,0.2,0,0.2,18,16,16.35,15.4,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.7
"1666",2019-05-25,0,0,0,0,1,0,0,0,0.2,1,17.4,16.85,16.4,15.9,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.3
"1667",2019-05-26,5.2,3.6,4,2.6,3.2,3.8,3.8,9.8,4,4.8,15.9,14.5,14.45,16.1,-159.1617959,-153.5944075,-104.1428093,"Pozzo_3",-9.7
"1668",2019-05-27,11.2,6.4,9.8,13.8,14.8,9,9.2,8.4,14.2,9,17.15,16.45,15.85,17.15,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-10.4
"1669",2019-05-28,10.8,20.8,7.8,68,42,10.2,9.6,19.4,44.6,24,16.05,15.4,15.3,16.35,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.9
"1670",2019-05-29,0.4,8.8,2.4,0,0.4,1.4,0.4,0.6,1.2,1.2,15.45,14.5,13.55,15.85,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.5
"1671",2019-05-30,5.2,3.6,2.6,11,10.4,16.2,5.4,4,7.2,9,14.9,15.2,14.2,14.75,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.8
"1672",2019-05-31,4.2,2.4,0,2,1,0.4,1,0.8,0.8,0.2,17.5,16.5,15.85,14.6,-167.5387325,-161.6783237,-109.6240098,"Pozzo_3",-9.2
"1673",2019-06-01,0,0,0,0,0,0,0,0,0,0,20.15,17.8,17.15,15.25,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.1
"1674",2019-06-02,0,0,0,0,0,0,0,0,0,0,21.8,19.65,20.65,17.85,-280.606264,-235.4041302,-0.053438315,"Pozzo_3",-9.2
"1675",2019-06-03,0,0,0,0,0,0,0,0,0,0.2,20.7,18,19.75,18.05,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.3
"1676",2019-06-04,0,0,0,0,0,0,0,0,0,0,20.95,19.25,19.8,17.35,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.4
"1677",2019-06-05,0,0,0,0,0,0,0,0,0,0,20.95,19.45,19.3,17.45,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.4
"1678",2019-06-06,0,0,0,0,0,0,0,0,0,0.2,19.9,18.65,19,16.95,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.2
"1679",2019-06-07,0,0,0,0,0,0,0,0,0,0,20.25,19.6,19.25,17.85,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.4
"1680",2019-06-08,0,0,0,0,0,0,0,0,0,0,23.55,21.9,22.15,19.65,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.4
"1681",2019-06-09,0,0,0,0,0,0,0,0,0,0,25,23.6,24.15,22.55,-280.606264,-235.4041302,-0.053438315,"Pozzo_3",-9.6
"1682",2019-06-10,0,0,0,0,0,0,0,0,0,0,25.8,25.1,25.3,22.6,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.9
"1683",2019-06-11,0,0,0,0,0,0,0,0,0,0,22.85,21.3,21.25,20.85,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.6
"1684",2019-06-12,0,0,0,0,0,0,0,0,0,0.2,22.65,19.35,21,20.25,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.3
"1685",2019-06-13,0,0,0,0,0,0,0,0,0,0,22.1,21.15,21.3,18.95,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.5
"1686",2019-06-14,0,0,0,0,0,0,0,0,0,0,26.1,24.1,24.75,22,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.2
"1687",2019-06-15,0.2,0,0.4,0.2,0.2,0,0,0,0.2,0.4,22.8,20.5,21.45,21.3,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.2
"1688",2019-06-16,0,0,0.2,0,0,0,0,0.2,0.2,0,23,19.8,20.85,20.15,-280.606264,-235.4041302,-0.053438315,"Pozzo_3",-9.2
"1689",2019-06-17,0,0,0,0,0.2,0,0,0.2,0,0.2,24.05,22.55,22.4,21.7,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.3
"1690",2019-06-18,26.4,0,1.8,2.6,0.4,6.8,1.8,0,54.6,0,25.9,23.85,23,22.4,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.3
"1691",2019-06-19,0,0,0,0,0,0,0,0,0,0,25.3,22.9,22.85,22.3,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9
"1692",2019-06-20,0,0,0,0,0,0,0,0,0,0,23.9,22.75,21.95,20.6,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9
"1693",2019-06-21,0,0,0,0,0,0,0,0,0,0,23.7,22.45,22.15,21.35,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.1
"1694",2019-06-22,0.6,0.8,0,1.6,0.2,1.4,0.2,0.2,0.8,0.6,22.7,23,21.2,22.55,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.2
"1695",2019-06-23,0.4,2,1.2,0,3,1.8,0.2,1,0.2,1.6,24.5,22.35,21.55,22.25,-280.606264,-235.4041302,-0.053438315,"Pozzo_3",-9.2
"1696",2019-06-24,0,0,0,0,0,0,0,0,0,0,25.65,25.15,24.6,22.75,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.1
"1697",2019-06-25,0,0,0,0,0,0,0,0,0,0,28.35,27.05,26.45,24.05,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.2
"1698",2019-06-26,0,0,0,0,0,0,0,0,0,0,28.55,28.25,27.65,24.7,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9
"1699",2019-06-27,0,0,0,0,0,0,0,0,0,0,30.8,30.15,28.7,25.85,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.1
"1700",2019-06-28,0,0,0,0,0,0,0,0,0,0,30.9,30.05,29.4,26.55,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.1
"1701",2019-06-29,10.2,0,1.6,0,0,2.4,0,16.4,0,0,28.15,28.3,27.8,25.45,-295.3750148,-247.7938213,-0.056250858,"Pozzo_3",-9.1
"1702",2019-06-30,0,0,0,0,0,0,0,0,0,0,28.9,27.65,26.85,24.05,-280.606264,-235.4041302,-0.053438315,"Pozzo_3",-9.1
"1703",2019-07-01,0,0,0,0,0,0,0,0,0,0,28.35,26.6,25.9,24.35,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-8.9
"1704",2019-07-02,0,0,0,0,0,0,0,0,0,0,27.7,25.75,25.35,23.9,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.1
"1705",2019-07-03,0,0,0,0,0,0,0,0,0,0,29.05,27.05,26.3,25.3,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.1
"1706",2019-07-04,0,0,0,0,0,0,0,0,0,0,28.55,26.25,25.7,24.85,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.2
"1707",2019-07-05,0,0,0,0,0,3,0.2,0,29.4,0,28.15,26.75,25.7,25,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.1
"1708",2019-07-06,0,0,0,0,0,0,0,0,0,0,27.55,26.15,25.55,24.95,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9
"1709",2019-07-07,0,0,0,0,0,0,0,0,0,0,26.25,24.85,24.55,24.6,-211.0717886,-217.0830134,-57.48480882,"Pozzo_3",-9
"1710",2019-07-08,0.4,0.2,1,1,0.4,0,0.4,1,1,0.2,26.55,25,25.45,26.3,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9
"1711",2019-07-09,0,0,0,0.2,0,0,0,0,0,0,26.95,26.3,26.05,26.55,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-8.8
"1712",2019-07-10,0.4,0,0,4.2,1.6,0.2,0.2,0,0.6,0,24.2,23.7,22.65,22.1,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.3
"1713",2019-07-11,0,0,0,0,0.4,14.2,1.2,0,7.2,0,23.65,22.45,21.3,20.45,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.1
"1714",2019-07-12,0,0,0,0,0,0,0,0,0,0,25.2,24,23.05,23.3,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9
"1715",2019-07-13,5,0,0,7.4,1.2,3.8,1.2,6.4,7.8,0,24.6,24.2,22.6,23.3,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-8.8
"1716",2019-07-14,8.2,0,17.4,8.8,3.6,4.4,5,0.4,3.6,0,23.7,23.2,23.6,21.2,-211.0717886,-217.0830134,-57.48480882,"Pozzo_3",-9
"1717",2019-07-15,3,1.4,4,2,1.6,3.6,2,3.6,2.6,2.8,19.1,18.3,17.55,19.35,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.8
"1718",2019-07-16,1.2,0.6,6.4,2.8,4.6,1.6,3,1.6,2.2,2.6,22.4,20.6,20.7,20.55,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.2
"1719",2019-07-17,0,0,0,0,0,0,0,0,0,0,25.35,23.15,22.3,20,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.1
"1720",2019-07-18,0,0,0,0,0,0,0,0,0,0,24.3,23.1,22,21.3,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.5
"1721",2019-07-19,20.4,0,0,0,0,8,1,1.4,0,0,24.9,23.85,23.1,22.15,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.7
"1722",2019-07-20,0,0,0,0,0,0,0,0,0,0,26.25,24.5,23.75,23.1,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.6
"1723",2019-07-21,0,0,0,0,0,0,0,0,0,0,26.65,24.45,24.4,23.8,-211.0717886,-217.0830134,-57.48480882,"Pozzo_3",-9.8
"1724",2019-07-22,0,0,0,0,0,0,0,0,0,0,27.45,26.15,25.5,24.6,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.7
"1725",2019-07-23,0,0,0,0,0,0,0,0,0,0,29.85,28.1,29.35,26.2,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.1
"1726",2019-07-24,0,0,0,0,0,0,0,0,0,0,31.3,29.4,29.25,26.9,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.3
"1727",2019-07-25,0,0,0,0,0,0,0,0,0,0,31.8,30.4,29.25,27.75,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.3
"1728",2019-07-26,0,0,0,0,0,0,0,0,0,0,28.5,27.4,27.3,26.9,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.1
"1729",2019-07-27,0,0,0,0,0,0,0,0,0,0,23.9,23.6,23.05,24.35,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.7
"1730",2019-07-28,29.4,32.2,27.2,40.2,63.2,49.6,36,36.6,59.2,65.2,19.3,18.6,18,19.9,-211.0717886,-217.0830134,-57.48480882,"Pozzo_3",-10.3
"1731",2019-07-29,4.4,4.8,2.8,2,4.2,2,7,0.8,7,9,22.95,21.6,21.8,22.8,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.9
"1732",2019-07-30,0,0,0,0,0,0.2,0,0.2,0.2,0,24.45,22.8,22.55,23.05,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.8
"1733",2019-07-31,0,0,0,0,0.2,0,0,0,0,0.2,24.15,23.5,23.25,23.4,-222.1808301,-228.5084351,-60.51032508,"Pozzo_3",-9.5
"1734",2019-08-01,0,0,0,0,0,0,0,0,0,0,25.15,23.95,23.15,22.55,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9
"1735",2019-08-02,0,0,0,0,0,0,0,0,0,0,25.2,24.75,23.85,24,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-10
"1736",2019-08-03,0,0,0,0,0.2,0,0,0.2,0.2,0.2,26.25,24.45,23.6,23.85,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-10.2
"1737",2019-08-04,0,0,0,0,0,0,0,0,0,0,26.75,25.2,24.5,23.5,-211.175791,-104.943745,-131.6360115,"Pozzo_3",-9.1
"1738",2019-08-05,0,0,0,0,0,0,0,0,0,0,26.05,24.4,23.3,23,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.2
"1739",2019-08-06,0,0,0,0,0,0,0,0,0,0,26.05,25.05,24.35,24.05,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.4
"1740",2019-08-07,0,0,0,0,0,0,0,0,0,0,25.25,24.3,24.1,23.4,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.5
"1741",2019-08-08,0,0,0,0,0,0,0,0,0,0,26.3,25.7,25.45,26.1,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.5
"1742",2019-08-09,0.4,0,0,0,0,7.2,0.4,0,3.8,0,27.9,26.5,25.45,26.2,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.4
"1743",2019-08-10,0,0,0,0,0,0,0,0,0,0,28.45,26.85,26.9,26.35,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-10
"1744",2019-08-11,0,0,0,0,0,0,0,0,0,0,29.7,28.1,27.35,26.85,-211.175791,-104.943745,-131.6360115,"Pozzo_3",-9.2
"1745",2019-08-12,0,0,0,0,0,0,0,0,0,0,29.3,27.4,28.05,26.4,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.2
"1746",2019-08-13,0,0,0,0,0,0,0,0,0,0,27.6,24.95,25.7,25.85,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.1
"1747",2019-08-14,0,0,0,0,0,0,0,0,0,0,24.4,22.9,22.7,22.3,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.5
"1748",2019-08-15,0,0,0,0,0,0,0,0,0,0,24,22.9,23.4,22.25,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.5
"1749",2019-08-16,0,0,0,0,0,0,0,0,0,0,25.3,23.95,23.3,22.5,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.4
"1750",2019-08-17,0,0,0,0,0,0,0,0,0,0,25.55,23.75,24.05,23.1,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.4
"1751",2019-08-18,0,0,0,0,0,0,0,0,0,0,25.15,24.45,23.55,23.5,-211.175791,-104.943745,-131.6360115,"Pozzo_3",-9
"1752",2019-08-19,0,0,0,0,0,0,0,0,0,0,26.55,24.65,24.35,24,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-8.9
"1753",2019-08-20,0,0,0,0,0,0,0,0,0,0,27.4,26.4,25.95,25.15,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",-9.1
"1754",2019-08-21,0,0,0,0,0,0,0,0,0,0,28.05,25.85,26.1,25.4,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",NA
"1755",2019-08-22,0,0,0,0,0,0,0,0,0,0,26.5,26.5,25.15,26,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",NA
"1756",2019-08-23,12.2,2.4,0,2.4,13,15.4,4.6,2.6,31.4,1,25.15,23.7,23.35,24.75,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",NA
"1757",2019-08-24,2,10,1.8,4.2,5,7.6,12.8,3.2,5.2,5.2,23.45,23.95,22.1,23.5,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",NA
"1758",2019-08-25,0.2,1.8,0,0,1.6,1,2,0,0.6,3,25.15,24.65,24.05,23.7,-211.175791,-104.943745,-131.6360115,"Pozzo_3",NA
"1759",2019-08-26,0,0,4.8,0,4.2,0,0,0,0,6.6,26.4,25.4,24.25,23.95,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",NA
"1760",2019-08-27,0,0,0,0,0,0.2,0,0,0,0,26.35,25.3,25,24.7,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",NA
"1761",2019-08-28,0,0,0,0,0,0,0,0,0,0,25.45,25.45,25,24.4,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",NA
"1762",2019-08-29,1.4,0,0,0,0,0.2,5,0.6,0,39.8,26.3,24.8,24.9,24.6,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",NA
"1763",2019-08-30,0,0,0,0,0,0,0,0,0,0.2,27.35,26.35,25.55,25.2,-222.2903064,-110.4671,-138.5642227,"Pozzo_3",NA
