"","Date","Rainfall_Gallicano","Rainfall_Pontetetto","Rainfall_Monte_Serra","Rainfall_Orentano","Rainfall_Borgo_a_Mozzano","Rainfall_Piaggione","Rainfall_Calavorno","Rainfall_Croce_Arcana","Rainfall_Tereglio_Coreglia_Antelminelli","Rainfall_Fabbriche_di_Vallico","Temperature_Orentano","Temperature_Monte_Serra","Temperature_Ponte_a_Moriano","Temperature_Lucca_Orto_Botanico","Volume_POL","Volume_CC1","Volume_CC2","Volume_CSA","Volume_CSAL","Hydrometry_Monte_S_Quirico","Hydrometry_Piaggione","CoS","DIEC","LT2","PAG","SAL","imp1","imp2","imp3","imp4","imp5","Season"
"2858",2017-10-28,0,0,0.6,0,0,0,0.2,0,0,0,12.65,10.55,0,13,-6372.864,-16701.984,-10715.328,-6186.322581,-4624.322581,0.07,-1.09,7.05,4.89,12.95,2.89,6.02,7.05,4.89,12.95,2.89,6.02,"Autumn"
"2859",2017-10-29,0,0,0,0,0,0,0,0,0,0,12.8,10.25,0,13.5,-6054.2208,-15866.8848,-10179.5616,-5877.006452,-4393.106452,0.08,-1.09,7.16,4.89,12.88,2.9,6.02,7.16,4.89,12.88,2.9,6.02,"Autumn"
"2860",2017-10-30,0,0,0.2,0,0,0,0,0,0,0,14.5,12.1,0,14.3,-6372.864,-16701.984,-10715.328,-6186.322581,-4624.322581,0.07,-1.09,7.29,4.89,12.92,2.9,6.03,7.29,4.89,12.92,2.9,6.03,"Autumn"
"2861",2017-10-31,0,0,0,0,0,0,0,0,0,0,12.45,10.6,0,13.1,-6372.864,-16701.984,-10715.328,-6186.322581,-4624.322581,0.08,-1.09,7.3,4.89,12.98,2.9,6.04,7.3,4.89,12.98,2.9,6.04,"Autumn"
"2862",2017-11-01,0,0,0,0,0,0,0,0,5.6,0,11.3,10.55,0,11.55,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.07,-1.08,7.29,4.9,12.99,2.93,6.06,7.29,4.9,12.99,2.93,6.06,"Autumn"
"2863",2017-11-02,0,0,0,0,0,0,0,0,0.4,0,10.05,9.65,0,10.9,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.08,-1.08,7.22,4.9,12.97,2.9,6.07,7.22,4.9,12.97,2.9,6.07,"Autumn"
"2864",2017-11-03,4,10.6,7.8,2.4,12,11.6,9.4,0,0.2,15,13.85,10.7,0,13.7,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.09,-1.07,7.11,4.9,12.94,2.85,6.1,7.11,4.9,12.94,2.85,6.1,"Autumn"
"2865",2017-11-04,0.2,8.4,6.2,3.6,0.2,0.6,0.8,0,27,1,14.95,10.95,0,14.3,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.09,-1.08,7.13,4.91,12.95,2.86,6.1,7.13,4.91,12.95,2.86,6.1,"Autumn"
"2866",2017-11-05,0.4,0,0.2,0,0,0,0,0,20.4,0,12.6,8.8,0,13.25,-5941.7712,-16227.216,-10191.0528,-6255.686667,-4810.261667,0.14,-1.05,7.1,4.9,12.88,2.74,6.11,7.1,4.9,12.88,2.74,6.11,"Autumn"
"2867",2017-11-06,32.4,34.6,44.2,26.4,35,35.2,30,6.6,18.8,38.2,12.1,6.15,0,11.9,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.17,-1.06,7.12,4.87,12.87,2.58,6.07,7.12,4.87,12.87,2.58,6.07,"Autumn"
"2868",2017-11-07,25.6,30.6,32.4,28.6,43,38.8,35.4,61.4,0,35.4,7.4,4.3,0,8.35,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.25,-1.02,7.03,4.83,12.89,2.31,6.03,7.03,4.83,12.89,2.31,6.03,"Autumn"
"2869",2017-11-08,3,2.2,1.2,1,9.8,5.6,11,16.2,3,8.8,7.75,6.9,0,8.6,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.23,-1.07,7,4.85,12.93,2.38,5.99,7,4.85,12.93,2.38,5.99,"Autumn"
"2870",2017-11-09,3,6.4,7,5.2,3,3.6,2.4,0,0,5.6,11.6,6.8,0,11.45,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.17,-1.07,6.98,4.87,12.96,2.41,5.97,6.98,4.87,12.96,2.41,5.97,"Autumn"
"2871",2017-11-10,0.8,1.2,3.4,0.2,0.2,0.2,0.4,0.8,0,1,11.8,8.45,0,11.65,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.14,-1.08,6.95,4.87,12.95,2.45,5.96,6.95,4.87,12.95,2.45,5.96,"Autumn"
"2872",2017-11-11,0,0,0,0,0,0,0,0,6.2,0,9.45,8.3,0,10.15,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.12,-1.08,6.98,4.89,12.93,2.52,5.96,6.98,4.89,12.93,2.52,5.96,"Autumn"
"2873",2017-11-12,0,0,0.2,0,0,0,0,0,10,0,10.2,8.65,0,11.05,-5941.7712,-16227.216,-10191.0528,-6255.686667,-4810.261667,0.12,-1.07,6.93,4.89,12.87,2.53,5.97,6.93,4.89,12.87,2.53,5.97,"Autumn"
"2874",2017-11-13,9,19.8,24,22,12.8,8.8,9.2,25.8,0,7.2,10.25,4.55,0,10.65,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.16,-1.07,6.79,4.89,12.81,2.36,5.97,6.79,4.89,12.81,2.36,5.97,"Autumn"
"2875",2017-11-14,4.6,0,2.6,0.2,3.8,0.8,5.2,64.4,0,2.8,10.6,3.7,0,10.55,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.14,-1.08,6.79,4.91,12.93,2.41,5.95,6.79,4.91,12.93,2.41,5.95,"Autumn"
"2876",2017-11-15,0.2,0,0.2,0,0,0,0,10.2,0,0,10.3,5.05,0,9.55,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.14,-1.08,6.81,4.92,12.96,2.46,5.95,6.81,4.92,12.96,2.46,5.95,"Autumn"
"2877",2017-11-16,0,1.6,4,3.8,0.6,0.4,0,0.2,0,0,9.6,7.65,0,10.2,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.13,-1.09,6.79,4.93,12.96,2.5,5.96,6.79,4.93,12.96,2.5,5.96,"Autumn"
"2878",2017-11-17,0,0,0,0,0,0,0,0,0,0,9.7,8.3,0,9.55,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.12,-1.09,6.82,4.94,12.95,2.53,5.97,6.82,4.94,12.95,2.53,5.97,"Autumn"
"2879",2017-11-18,0,0.2,0,0,0,0,0.2,0,0,0,9.15,7.15,0,9.5,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.12,-1.09,6.85,4.95,12.96,2.57,5.98,6.85,4.95,12.96,2.57,5.98,"Autumn"
"2880",2017-11-19,0,0,0,0,0,0,0,0,0,0,8.85,8.1,0,9.85,-5941.7712,-16227.216,-10191.0528,-6255.686667,-4810.261667,0.11,-1.08,6.85,4.95,12.95,2.59,5.99,6.85,4.95,12.95,2.59,5.99,"Autumn"
"2881",2017-11-20,0,0,0,0.2,0,0,0.2,0,0,0,7.25,6.8,0,7.15,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.11,-1.09,6.85,4.96,12.99,2.6,6,6.85,4.96,12.99,2.6,6,"Autumn"
"2882",2017-11-21,0,0,0.2,0,0,0.6,0,0,0,0,8.9,7.25,0,8.65,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.13,-1.08,6.81,4.97,12.99,2.6,6.01,6.81,4.97,12.99,2.6,6.01,"Autumn"
"2883",2017-11-22,0,0.4,0.2,0,0,0.4,0,0,0,0,10,8.35,0,9.8,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.12,-1.09,6.81,4.98,12.99,2.6,6.02,6.81,4.98,12.99,2.6,6.02,"Autumn"
"2884",2017-11-23,0,0,0.2,0,0,0,0,0,0,0.4,10.25,8.45,0,10.85,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.11,-1.09,6.82,4.99,12.99,2.64,6.03,6.82,4.99,12.99,2.64,6.03,"Autumn"
"2885",2017-11-24,0,0,0.2,0.4,0,0,0,0,14.6,0,11.95,9,0,11.75,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.12,-1.09,6.81,4.99,13,2.63,6.05,6.81,4.99,13,2.63,6.05,"Autumn"
"2886",2017-11-25,0.4,0,0,0,0,0,0.2,0,4.8,1,11.9,8,0,12.45,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.13,-1.07,6.81,4.99,12.94,2.64,6.05,6.81,4.99,12.94,2.64,6.05,"Autumn"
"2887",2017-11-26,21.6,16,14.8,15.4,26.2,16.6,32.2,6,0,33.4,7,3.3,0,7.75,-5941.7712,-16227.216,-10191.0528,-6255.686667,-4810.261667,0.24,-1.06,6.83,4.97,12.95,2.53,6.04,6.83,4.97,12.95,2.53,6.04,"Autumn"
"2888",2017-11-27,0,0.2,1.6,0,0,0,0,2.4,16.4,0,5.6,2.45,0,5.3,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.2,-1.07,6.88,4.98,13.01,2.51,6.01,6.88,4.98,13.01,2.51,6.01,"Autumn"
"2889",2017-11-28,0,0,0,0.2,0,0,0,0,15.8,0,1.55,2.25,0,2.5,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.18,-1.05,6.81,4.99,12.95,2.49,6.01,6.81,4.99,12.95,2.49,6.01,"Autumn"
"2890",2017-11-29,34.4,23.6,30.4,26.4,42.8,37.2,39.2,0,2,40,8.35,4.8,0,8.15,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.28,-1.01,6.73,4.93,12.87,2.12,6,6.73,4.93,12.87,2.12,6,"Autumn"
"2891",2017-11-30,4,7,4,9.2,5.6,7,4.8,0.6,2,4.4,6.25,3.15,0,5.6,-6254.496,-17081.28,-10727.424,-6584.933333,-5063.433333,0.24,-1.05,6.7,4.92,12.9066666666667,2.17,5.97,6.7,4.92,12.8966666666667,2.17,5.97,"Autumn"
"2892",2017-12-01,0,0.8,2.8,0.2,0.2,0,0.2,0,0,0,3.65,0.35,0,3.9,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.23,-1.05,6.69,4.93,12.9433333333333,2.19,5.95,6.69,4.93,12.8966666666667,2.19,5.95,"Winter"
"2893",2017-12-02,3.8,1.6,2,0.2,2.8,2.2,2.2,9.2,0,5,4.8,-0.05,0,6.8,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.18,-1.06,6.7,4.95,12.98,2.25,5.95,6.7,4.95,12.98,2.25,5.95,"Winter"
"2894",2017-12-03,0,0,0,0,0,0,0,7,0,0,4.45,0.95,0,4.65,-5946.696,-16300.2672,-10492.2864,-6206.901613,-4975.824194,0.17,-1.07,6.75,4.96,13.0166666666667,2.35,5.96,6.75,4.96,13.0866666666667,2.35,5.96,"Winter"
"2895",2017-12-04,0,0,0,0,0,0,0,0,0,0,3,1.9,0,3.55,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.15,-1.07,6.79,4.97,13.0533333333333,2.39,5.96,6.79,4.97,13.0866666666667,2.39,5.96,"Winter"
"2896",2017-12-05,0,0,0,0,0,0,0,0,0,0,3.3,5.45,0,4.1,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.12,-1.07,6.78,4.99,13.09,2.42,5.98,6.78,4.99,13.09,2.42,5.98,"Winter"
"2897",2017-12-06,0,0.2,0.2,0.2,0,0,0.2,0,4.6,0,4.15,5.65,0,5.2,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.14,-1.06,6.75,4.99,13.08,2.47,5.99,6.75,4.99,13.08,2.47,5.99,"Winter"
"2898",2017-12-07,0.2,0.6,2.6,0.8,0,0,0.2,0,85.8,0.2,4.35,4.95,0,5.4,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.16,-1.06,6.73,4.99,13.05,2.46,5.99,6.73,4.99,13.05,2.46,5.99,"Winter"
"2899",2017-12-08,33.4,18,15.6,20.4,53.8,43,40.8,0.4,2.2,68.6,10.05,5.05,0,10.2,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.64,0.34,6.62,4.64,12.92,1.97,5.98,6.62,4.64,12.92,1.97,5.98,"Winter"
"2900",2017-12-09,64.8,32.6,18,37,98.2,98.4,62.6,5.2,58.2,107.6,3.7,1.55,0,4.75,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.89,0.9,6.46,3.62,12.89,1.48,5.87,6.46,3.62,12.89,1.48,5.87,"Winter"
"2901",2017-12-10,0,0,0,0,0,0,0,0,59.2,0,4.4,4,0,5.5,-5946.696,-16300.2672,-10492.2864,-6206.901613,-4975.824194,0.58,-0.16,6.39,3.7,12.88,1.54,5.78,6.39,3.7,12.88,1.54,5.78,"Winter"
"2902",2017-12-11,103.4,84,44.2,61,119.2,123.8,103,43.2,18.8,172.2,14.7,8.95,0,14.85,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,1.57,3.24,6.09,2.54,12.77,1.07,4.61,6.09,2.54,12.77,1.07,4.61,"Winter"
"2903",2017-12-12,89.2,16.6,18.8,14.6,34.4,30.4,26.2,98,7.8,92,12.5,7.4,0,12.9,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,1.63,3.36,5.79,1.59,12.86,1,5.29,5.79,1.59,12.86,1,5.29,"Winter"
"2904",2017-12-13,5.2,0.4,2.6,2.4,4.2,6.6,3.6,0,32.4,3.6,8.45,3.95,0,9.7,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.93,1.11,5.73,2.12,12.9,1.14,5.15,5.73,2.12,12.9,1.14,5.15,"Winter"
"2905",2017-12-14,24,18.6,26,32.8,35.4,38,23,0,23.8,46,11.55,5.9,0,12.6,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.93,1.04,5.6,2.31,12.84,0.93,5.06,5.6,2.31,12.84,0.93,5.06,"Winter"
"2906",2017-12-15,19.2,1.4,3.2,2.2,31,23,29.4,11,2.6,34.2,10.8,5.3,0,11.1,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,1.04,1.44,5.43,2.18,12.77,1.01,4.96,5.43,2.18,12.77,1.01,4.96,"Winter"
"2907",2017-12-16,18.4,5,2.2,4.4,30.4,19.8,21,4.8,0,10,4.8,1.4,0,5.2,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.93,1.01,5.42,2.27,12.82,1.15,4.89,5.42,2.27,12.82,1.15,4.89,"Winter"
"2908",2017-12-17,1.2,1.2,2.2,0.6,0.6,1.6,0.2,6,0,3.8,4.8,2.55,0,5,-5946.696,-16300.2672,-10492.2864,-6206.901613,-4975.824194,0.73,0.38,5.48,2.52,12.92,1.28,4.88,5.48,2.52,12.92,1.28,4.88,"Winter"
"2909",2017-12-18,0.2,0.2,0,0.2,0,0,0.2,0,0,0.2,2.8,1.8,0,2.45,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.59,-0.15,5.46,2.77,12.95,1.35,4.9,5.46,2.77,12.95,1.35,4.9,"Winter"
"2910",2017-12-19,0,0.2,0,0.2,0,0,0.2,0,0,0,2.8,0.35,0,3.2,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.49,-0.55,5.44,3.02,13,1.48,4.94,5.44,3.02,13,1.48,4.94,"Winter"
"2911",2017-12-20,0.2,0,0,0,0,0,0,0,0,0.2,3.45,0.2,0,3.65,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.47,-0.61,5.43,3.19,13,1.57,4.99,5.43,3.19,13,1.57,4.99,"Winter"
"2912",2017-12-21,0,0,0,0.2,0,0,0.2,0,0,0,3.95,1.9,0,3.2,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.44,-0.78,5.63,3.33,13.01,1.63,5.02,5.63,3.33,13.01,1.63,5.02,"Winter"
"2913",2017-12-22,0,0,0,0,0,0,0,0,0,0.2,3.6,6.95,0,4.3,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.43,-0.81,5.54,3.42,12.98,1.68,5.06,5.54,3.42,12.98,1.68,5.06,"Winter"
"2914",2017-12-23,0,0.2,0,0,0,0,0.2,0,0,0,4.9,7.5,0,5.1,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.33,-0.85,5.5,3.46,12.99,1.75,5.1,5.5,3.46,12.99,1.75,5.1,"Winter"
"2915",2017-12-24,0.2,0.2,0,0.2,0,0,0.2,0,1.2,0,4.6,5.55,0,4.95,-5946.696,-16300.2672,-10492.2864,-6206.901613,-4975.824194,0.33,-0.86,5.5,3.51,12.99,1.8,5.16,5.5,3.51,12.99,1.8,5.16,"Winter"
"2916",2017-12-25,0,0,0,0,0,0,0,0,24.8,0,7.2,5.45,0,6.95,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.33,-0.86,5.51,3.54,12.96,1.82,5.2,5.51,3.54,12.96,1.82,5.2,"Winter"
"2917",2017-12-26,10.2,7.4,5.6,2.2,13.8,11,13.2,0,44.6,14.8,9.35,5.25,0,9.1,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.41,-0.82,5.4,3.54,12.87,1.74,5.21,5.4,3.54,12.87,1.74,5.21,"Winter"
"2918",2017-12-27,31.6,36.4,11.4,10.8,32.4,37,31,0,4,29.4,8.4,4.1,0,8.55,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.67,0.03,5.3,3.38,12.7,1.02,5.18,5.3,3.38,12.7,1.02,5.18,"Winter"
"2919",2017-12-28,44.8,33.2,46.4,37.4,44.2,44.8,40.2,0.4,0,56,4.85,0.85,0,5.75,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.86,0.71,5.1,2.91,12.69,0.76,5.08,5.1,2.91,12.69,0.76,5.08,"Winter"
"2920",2017-12-29,0,0.2,1.6,0.4,0.6,0.6,0.6,4,0,0.2,4.55,1.5,0,4.4,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.6,-0.1,5.13,2.99,12.84,1,5,5.13,2.99,12.84,1,5,"Winter"
"2921",2017-12-30,0.2,0,0.2,0.2,0,0,0,0,1.4,0,5.8,3.5,0,6.2,-6259.68,-17158.176,-11044.512,-6533.580645,-5237.709677,0.54,-0.32,5.17,3.09,12.87,1.13,4.98,5.17,3.09,12.87,1.13,4.98,"Winter"
"2922",2017-12-31,0,1.2,2.2,0.2,0.8,1.2,0.4,0,12.8,1.2,8.35,6.6,0,8.2,-5946.696,-16300.2672,-10492.2864,-6206.901613,-4975.824194,0.5,-0.5,5.21,3.19,12.89,1.33,4.98,5.21,3.19,12.89,1.33,4.98,"Winter"
"2923",2018-01-01,2.4,0.4,0.8,0,0.6,0.6,3.2,0,5,2.8,9.55,5.7,0,9.75,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.47,-0.65,5.18,3.26,12.82,1.29,4.99,5.18,3.26,12.82,1.29,4.99,"Winter"
"2924",2018-01-02,20.8,12.8,9.4,11.4,28,23.8,19.2,2.4,3.4,27.2,9.1,6.55,0,9.35,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.53,-0.38,5.07,3.26,12.83,1.22,4.99,5.07,3.26,12.83,1.22,4.99,"Winter"
"2925",2018-01-03,0,0.2,0.2,0,0.6,1,0,0,1,0.4,5.7,6.6,0,5.3,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.52,-0.43,5.04,3.31,12.82,1.22,4.99,5.04,3.31,12.82,1.22,4.99,"Winter"
"2926",2018-01-04,2,7.8,9.8,8.8,8,7.6,3.4,0,3.8,5,5.85,6.9,0,6.45,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.5,-0.52,4.97,3.34,12.79,1.21,4.99,4.97,3.34,12.79,1.21,4.99,"Winter"
"2927",2018-01-05,1.2,1.6,2.8,1.4,3.4,3.8,2.8,0,0.2,3.8,11,7.85,0,11.05,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.48,-0.63,4.97,3.39,12.79,1.27,5.01,4.97,3.39,12.79,1.27,5.01,"Winter"
"2928",2018-01-06,2.6,2.8,1.6,1,3,4.6,3.2,0,0,3.6,11.35,7.4,0,10.55,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.47,-0.62,5,3.43,12.81,1.34,5.03,5,3.43,12.81,1.34,5.03,"Winter"
"2929",2018-01-07,0.6,0.4,1.2,0.2,0,0.2,0.2,0,0,0.2,10.85,8.6,0,10.8,-6014.817742,-16548.9696,-10273.1328,-6060.019355,-4761.093548,0.46,-0.67,5.05,3.45,12.84,1.4,5.04,5.05,3.45,12.84,1.4,5.04,"Winter"
"2930",2018-01-08,0,0,0,0,0,0,0,0,3.2,0,12.2,9.5,0,11.8,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.44,-0.75,5.06,3.49,12.84,1.43,5.06,5.06,3.49,12.84,1.43,5.06,"Winter"
"2931",2018-01-09,6.8,1.2,2,5.6,5.8,3.6,4.8,2.4,4.6,0,10.4,6.6,0,11.15,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.42,-0.84,5.05,3.55,12.85,1.42,5.08,5.05,3.55,12.85,1.42,5.08,"Winter"
"2932",2018-01-10,1.8,7.2,8.8,5,1.6,3.2,1,0,1,2.2,7.65,4.15,0,8.25,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.37,-0.86,5.02,3.6,12.82,1.37,5.1,5.02,3.6,12.82,1.37,5.1,"Winter"
"2933",2018-01-11,8,7.2,7.8,4,5.6,5.2,5.6,0,0,11.6,9.15,3.35,0,9.3,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.39,-0.85,4.95,3.61,12.78,1.35,5.12,4.95,3.61,12.78,1.35,5.12,"Winter"
"2934",2018-01-12,0,1.8,6.2,4,0.8,0.8,0.2,7,0,0.4,8.1,4.1,0,7.7,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.37,-0.85,4.96,3.63,12.82,1.39,5.15,4.96,3.63,12.82,1.39,5.15,"Winter"
"2935",2018-01-13,0,0,0,0,0,0,0.2,0.2,0,0,6.35,3.6,0,6.6,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.34,-0.86,5.05,3.65,12.85,1.47,5.17,5.05,3.65,12.85,1.47,5.17,"Winter"
"2936",2018-01-14,0,0,0,0,0,0,0,0,2.6,0,5.85,2.75,0,5.25,-6014.817742,-16548.9696,-10273.1328,-6060.019355,-4761.093548,0.32,-0.86,5.09,3.66,12.84,1.51,5.2,5.09,3.66,12.84,1.51,5.2,"Winter"
"2937",2018-01-15,0,0.2,0,0,0,0,0.2,0,20.6,0,5.25,3.05,0,5.85,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.32,-0.85,5.06,3.67,12.85,1.52,5.23,5.06,3.67,12.85,1.52,5.23,"Winter"
"2938",2018-01-16,14.4,17.2,16.6,13.4,25.6,43,20.8,0,1.8,25.4,10.05,5.5,0,10.2,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.45,-0.69,4.93,3.62,12.76,1.16,5.23,4.93,3.62,12.76,1.16,5.23,"Winter"
"2939",2018-01-17,17.4,19.2,15.4,9.4,40.4,50.2,20.8,0,4.2,60.6,8.3,5.5,0,9.6,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.59,-0.21,4.82,3.37,12.73,0.94,5.18,4.82,3.37,12.73,0.94,5.18,"Winter"
"2940",2018-01-18,0,0,0,0,0,0,0,0,11.4,0,4.55,3.4,0,5.95,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.5,-0.54,4.85,3.3,12.83,1.09,5.12,4.85,3.3,12.83,1.09,5.12,"Winter"
"2941",2018-01-19,7.4,11.6,19.2,12.6,14.6,28.4,13.8,0,0.8,14,8.1,5.55,0,8.95,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.51,-0.55,4.79,3.3,12.77,1.05,5.09,4.79,3.3,12.77,1.05,5.09,"Winter"
"2942",2018-01-20,0.8,0.6,2,1.6,4,9.4,2.6,0,0.6,4.2,6.15,4.7,0,6.15,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.51,-0.54,4.81,3.27,12.77,1.1,5.0825,4.81,3.27,12.77,1.1,5.1,"Winter"
"2943",2018-01-21,1.4,13.6,19.4,18.2,2.8,5.2,2,0,0,3.4,10,6.45,0,9.95,-6014.817742,-16548.9696,-10273.1328,-6060.019355,-4761.093548,0.46,-0.73,4.8,3.33,12.73,0.91,5.075,4.8,3.33,12.73,0.91,5.075,"Winter"
"2944",2018-01-22,0,0,0,0.2,0,0,0,0,0,0.2,5.05,4.75,0,6,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.42,-0.77,4.77,3.39,12.79,1.03,5.0675,4.77,3.39,12.79,1.03,5.06666666666667,"Winter"
"2945",2018-01-23,0,0,0,0,0,0,0,0,0,0,9.7,9.1,0,9.1,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.4,-0.79,4.74,3.42,12.84,1.14,5.06,4.74,3.42,12.84,1.14,5.06,"Winter"
"2946",2018-01-24,0.2,0.2,0,0,0,0,0.2,0,0.2,0,6.35,6.25,0,7.2,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.39,-0.79,4.83,3.46,12.9,1.25,5.08,4.83,3.46,12.9,1.25,5.08,"Winter"
"2947",2018-01-25,0,0,0.2,0,0,0,0,0,0.6,0,9.15,5.3,0,9.3,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.37,-0.82,4.79,3.49,12.86,1.29,5.1,4.79,3.49,12.86,1.29,5.1,"Winter"
"2948",2018-01-26,0,0,0,0,0,0,0.4,0,0.4,0.2,8.7,4.3,0,9.5,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.33,-0.82,4.75,3.5,12.83,1.41,5.11,4.75,3.5,12.83,1.41,5.11,"Winter"
"2949",2018-01-27,1.2,0,0.4,0.2,0.2,0,0.8,0.2,0,0.6,10.6,7.7,0,10.8,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.32,-0.83,4.8,3.52,12.87,1.45,5.13,4.8,3.52,12.87,1.45,5.13,"Winter"
"2950",2018-01-28,0,0,0,0.2,0,0,0,0,0.2,0.2,8.7,8.3,0,9.55,-6014.817742,-16548.9696,-10273.1328,-6060.019355,-4761.093548,0.3,-0.84,4.87,3.54,12.9,1.5,5.16,4.87,3.54,12.9,1.5,5.16,"Winter"
"2951",2018-01-29,0.2,0,0,0,0,0,0.2,0,0,0,9.45,5.75,0,10.9,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.32,-0.84,4.85,3.55,12.88,1.5,5.18,4.85,3.55,12.88,1.5,5.18,"Winter"
"2952",2018-01-30,0,0,0,0,0,0,0,0,7,0,9.8,5.05,0,10.75,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.32,-0.84,4.8,3.56,12.85,1.52,5.2,4.8,3.56,12.85,1.52,5.2,"Winter"
"2953",2018-01-31,0,0,0.2,0.2,1,0.2,0.6,0,23.6,0.2,8.95,4.7,0,9.55,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.29,-0.86,4.78,3.58,12.79,1.54,5.22,4.78,3.58,12.79,1.54,5.22,"Winter"
