"","Date","Volume_Pozzo_1","Volume_Pozzo_2","Volume_Pozzo_3","Volume_Pozzo_4","Volume_Pozzo_5.6","Volume_Pozzo_7","Volume_Pozzo_8","Volume_Pozzo_9","Temperature_Monteporzio","Temperature_Velletri","imp_rain_velletri","imp_rain_monteporzio","Year","Month","Day","Spring","Summer","Autumn","Winter","imp1","imp2","imp3","imp4","imp5","imp6","imp7","imp8","imp9","snow.yes","snow.no"
"2329",2018-10-16,1313.21,3099.71,3139.45,3606.3,7867.66,2635.52,3856.61,3433.82,18.45,18.3,0,0,"2018","10","16","0","0","1","0",47.02,100.82,115.85,100.6,103.76,93.36,96.08,102.16,94.44,"0","1"
"2330",2018-10-17,1309.07,3180.96,3298.32,3606.01,7868.59,2333.48,3857.04,3432.78,18.35,18.65,0,0,"2018","10","17","0","0","1","0",47.02,100.82,115.69,100.6,103.76,93.36,96.55,102.16,94.44,"0","1"
"2331",2018-10-18,1308.1,3156.08,3226.39,3607.24,7868.59,2606.26,3858.95,3433.86,18.75,19.25,0,0,"2018","10","18","0","0","1","0",47.02,100.82,115.69,100.6,103.76,93.36,97.16,102.4,94.44,"0","1"
"2332",2018-10-19,1305.5,3221.89,3275.46,3605.18,7865.5,2442.46,3855.85,3432.02,17.95,18.45,0,0,"2018","10","19","0","0","1","0",47.24,100.82,115.69,100.6,103.76,93.36,97.33,102.7,94.44,"0","1"
"2333",2018-10-20,1301.54,3165.19,3194.53,3602.95,7861,2677.36,3852.25,3429.14,17.5,18,0,0,"2018","10","20","0","0","1","0",47.24,100.82,115.69,100.6,103.76,93.36,97.34,102.7,94.44,"0","1"
"2334",2018-10-21,1243.33,2960.21,3400.96,3453.77,7533.4,2543.15,3678.55,3286.8,15.85,16.35,0,0,"2018","10","21","0","0","1","0",47.24,100.82,115.69,100.6,103.76,93.36,97.34,102.7,94.44,"0","1"
"2335",2018-10-22,1294.56,3272.08,3253.86,3600.61,7855.2,2542.28,3833.78,3426.84,11,11.5,0,0,"2018","10","22","0","0","1","0",47.17,100.82,115.91,101.44,103.9,93.35,97.34,102.67,94.49,"0","1"
"2336",2018-10-23,1292.26,3117.02,3161.2,3599.75,7853.98,2500.81,3833.35,3424.97,16.75,16.75,0,0,"2018","10","23","0","0","1","0",47.17,100.82,115.61,101.44,103.9,93.35,96.51,102.67,94.49,"0","1"
"2337",2018-10-24,1293.37,3112.7,3210.98,3602.77,7856.24,2645.75,3831.59,3429.32,15.5,15.2,0,0,"2018","10","24","0","0","1","0",47.17,100.82,115.61,101.44,103.9,93.35,95.09,102.58,94.49,"0","1"
"2338",2018-10-25,1292.4,3239.32,3548.09,3604.36,7858.62,2481.55,3825.4,3430.98,14.85,15.5,0,0,"2018","10","25","0","0","1","0",47.17,100.82,115.91,101.44,103.9,93.35,95.09,102.58,94.49,"0","1"
"2339",2018-10-26,1287.4,3180.82,3277.62,3602.3,7854.62,2725.49,3617.89,3427.42,16.3,16.35,0,0,"2018","10","26","0","0","1","0",47.17,100.82,116.06,101.44,103.9,93.35,95.55,102.58,94.49,"0","1"
"2340",2018-10-27,1291.14,3158.5,3537.18,3595.9,7854.88,2646.68,3791.92,3414.71,18.05,19,11.5,0,"2018","10","27","0","0","1","0",47.36,100.82,116.08,101.17,103.88,93.27,96.61,102.62,94.45,"0","1"
"2341",2018-10-28,1347.8,3667.14,3673.48,3733.06,8181,2723.54,3935.66,3554.68,17.25,17.9,23,0,"2018","10","28","0","0","1","0",47.58,100.82,116.08,100.81,103.88,93.27,96.61,102.27,94.45,"0","1"
"2342",2018-10-29,1272.85,3407.83,3483.76,3527.96,7735.54,2483.35,3725.1,3357.9,16.9,17.9,14,9,"2018","10","29","0","0","1","0",47.66,100.82,116.06,100.73,103.88,93.27,96.61,102.27,94.45,"0","1"
"2343",2018-10-30,1279.94,3538.22,3538.33,3584.92,7864.45,2641.86,3786.44,3426.48,12.85,13.15,5,15,"2018","10","30","0","0","1","0",48.33,100.82,116.15,100.73,103.94,93.41,96.91,102.27,94.46,"0","1"
"2344",2018-10-31,1273.36,3524.08,3531.78,3595.36,7864.24,2647.26,3799.4,3419.46,15.5,15.45,11,18,"2018","10","31","0","0","1","0",48.35,100.7,116.15,100.73,103.94,93.41,97.21,102.27,94.46,"0","1"
"2345",2018-11-01,1271.59,3515.22,3057.62,3610.4,7861.32,1892.27,3621.17,3229.56,14.85,15.4,17,18,"2018","11","1","0","0","1","0",48.35,100.64,116.15,101.42,103.95,93.41,97.11,102.27,94.48,"0","1"
"2346",2018-11-02,1271.99,3529.22,3537.94,3611.27,7856.46,2655.14,3821.47,3425.83,15,15.5,23,18,"2018","11","2","0","0","1","0",48.35,100.64,116.27,101.52,103.97,93.42,97.11,102.51,94.53,"0","1"
"2347",2018-11-03,1277.42,3537.83,3529.19,3611.27,7855.31,2689.96,3817.91,3426.77,15.95,16.9,21,18,"2018","11","3","0","0","1","0",48.35,100.64,116.27,101.52,103.97,93.42,97.11,102.51,94.53,"0","1"
"2348",2018-11-04,1285.09,3533.44,3523.9,3609.94,7852.36,2645.28,3800.34,3424.9,14.15,14.5,18.4,18,"2018","11","4","0","0","1","0",48.01,100.64,116.27,101.52,103.97,93.42,97.11,102.51,94.53,"0","1"
"2349",2018-11-05,1286.06,3534.41,3110.44,3607.34,7847.24,2393.78,3803,3423.38,14.1,14.85,11.5,18,"2018","11","5","0","0","1","0",48.01,100.64,116.27,101.52,103.97,93.42,97.11,102.51,94.53,"0","1"
"2350",2018-11-06,1292.08,3532.86,3525.16,3607.92,7848.68,2642.72,3793.14,3425.62,14.65,15.05,3.83333333333333,18,"2018","11","6","0","0","1","0",48.01,100.64,116.3,101.52,103.97,93.42,97.11,102.51,94.53,"0","1"
"2351",2018-11-07,1301.18,3520.94,3528.04,3592.33,7845.91,2644.2,3744.58,3408.12,13.25,13.6,0,18,"2018","11","7","0","0","1","0",47.58,100.64,116.3,100.85,103.97,93.42,97.11,103.31,94.4,"0","1"
"2352",2018-11-08,1307.23,3532.97,3523.28,3589.52,7841.45,2646.36,3765.89,3401.93,13.35,13.3,0,18,"2018","11","8","0","0","1","0",47.34,100.67,116.41,100.85,103.97,93.42,97.11,103.35,94.4,"0","1"
"2353",2018-11-09,1309.1,3517.56,3531.17,3575.16,7843.1,2632.5,3749.83,3404.27,12.35,12.85,0,18,"2018","11","9","0","0","1","0",47.24,100.82,116.42,100.85,103.97,93.17,97.11,103.35,94.4,"0","1"
"2354",2018-11-10,1310.36,3532.39,3534.37,3581.14,7842.67,2633.58,3733.99,3402.97,12.95,12.85,0,12,"2018","11","10","0","0","1","0",47.24,100.91,116.42,100.85,103.87,93.16,97.11,103.35,94.4,"0","1"
"2355",2018-11-11,1310.58,3533.98,3523.21,3580.81,7841.12,2644.16,3737.63,3404.88,12.3,12.9,0,4.5,"2018","11","11","0","0","1","0",47.2,100.91,116.41,100.85,103.87,93.16,97.135,103.27,94.4,"0","1"
"2356",2018-11-12,1309.64,3532,3517.06,3579.23,7836.48,2647.66,3756.85,3405.13,12.45,12.95,0,0,"2018","11","12","0","0","1","0",47.2,100.91,116.26,100.85,103.87,93.16,97.06,103.27,94.4,"0","1"
"2357",2018-11-13,1308.35,3518.24,3198.74,3562.99,7816.1,2414.84,3718.91,3390.52,12.4,12.35,0,0,"2018","11","13","0","0","1","0",47.2,100.91,116.19,100.85,103.87,93.16,97.06,103.27,94.4,"0","1"
"2358",2018-11-14,1309.14,3520.51,3523.72,3567.92,7821.36,2639.16,3710.3,3395.88,12.05,12.55,0,0,"2018","11","14","0","0","1","0",47.35,100.91,116.19,100.85,103.87,93.16,97.06,103.73,94.4,"0","1"
"2359",2018-11-15,1311.88,3536.24,3206.38,3580.34,7838.57,2665.69,3723.12,3408.55,11.5,12,0,0,"2018","11","15","0","0","1","0",47.35,100.91,116.44,100.85,103.87,93.16,97.06,103.75,94.4,"0","1"
"2360",2018-11-16,1312.09,3534.91,3524,3581.24,7839.29,2640.67,3712.43,3409.02,11.6,12.6,0,0,"2018","11","16","0","0","1","0",47.35,100.91,116.62,100.865,103.925,93.34,97.06,103.75,94.16,"0","1"
"2361",2018-11-17,1310.4,3533,3516.62,3580.38,7837.31,2631.56,3707.39,3408.37,9.4,9.95,0,0,"2018","11","17","0","0","1","0",47.08,100.91,116.56,100.88,103.98,93.52,97.06,103.75,93.92,"0","1"
"2362",2018-11-18,1309.1,3528.83,3511.66,3579.19,7834.1,2622.13,3701.16,3406.25,9.5,9.65,0,0,"2018","11","18","0","0","1","0",46.86,100.91,116.56,100.88,103.98,93.52,97.06,103.57,93.92,"0","1"
"2363",2018-11-19,1313.03,3536.24,3506.98,3576.64,7843.07,2610.68,3704.54,3409.13,7.7,8.2,0,8,"2018","11","19","0","0","1","0",46.86,100.91,116.5,100.88,103.98,93.52,97.06,103.39,93.92,"0","1"
"2364",2018-11-20,926.1,2504.95,2488.07,2537.14,5551.67,1857.64,2627.89,2413.8,11.75,12.6,0,5.33333333333333,"2018","11","20","0","0","1","0",46.86,100.87,116.5,100.88,103.98,93.52,97.06,103.39,93.92,"0","1"
"2365",2018-11-21,0,0,0,0,0,0,0,0,10.35,10.85,0,7.5,"2018","11","21","0","0","1","0",46.7,100.9,116.5,101.07,103.98,93.5225,97.06,103.5025,93.975,"0","1"
"2366",2018-11-22,0,0,0,0,0,0,0,0,11.9,12.75,0,12,"2018","11","22","0","0","1","0",46.39,100.9,116.41,101.45,104.1,93.5275,97.06,103.7275,94.085,"0","1"
"2367",2018-11-23,488.05,1325.52,1309.82,1343.09,2938.1,988.88,1394.75,1277.71,11.85,12.4,0,12.4,"2018","11","23","0","0","1","0",46.39,100.9,116.41,101.64,104.1,93.53,97.06,103.84,94.14,"0","1"
"2368",2018-11-24,1303.56,3534.19,3495.06,3580.02,7831.26,2301.19,3723.44,3405.02,13.4,13.95,0,14,"2018","11","24","0","0","1","0",46.39,100.9,116.41,101.64,104.1,93.53,97.06,103.84,94.14,"0","1"
"2369",2018-11-25,1318.36,3538.19,3503.2,3581.24,7833.38,2086.7,3730.03,3406.5,11.35,12.35,0,10.6666666666667,"2018","11","25","0","0","1","0",46.39,100.9,116.41,101.64,104.1,93.53,97.06,103.84,94.14,"0","1"
"2370",2018-11-26,55.94,147.64,145.91,149.58,326.84,109.44,155.09,142.27,10.5,11.2,0,5.5,"2018","11","26","0","0","1","0",45.07,100.85,116.24,101.64,104.11,93.49,97.06,103.51,94.115,"0","1"
"2371",2018-11-27,0,0,0,0,0,0,0,0,8.55,9.05,0,4,"2018","11","27","0","0","1","0",44.98,100.79,115.98,101.64,104.12,93.45,96.43,102.805,94.11,"0","1"
"2372",2018-11-28,856.84,2192,2191.32,2237.9,4648.86,1573.24,1982.95,2130.26,7.65,8.15,0,0,"2018","11","28","0","0","1","0",44.7,100.79,115.98,101.64,104.12,93.45,95.82,102.52,94.09,"0","1"
"2373",2018-11-29,1372.28,3175.85,3504.2,3580.49,6782.65,2248.6,3739.14,3407.29,6.3,6.85,0,1,"2018","11","29","0","0","1","0",44.57,100.79,115.99,101.64,104.12,93.45,95.82,102.34,94.15,"0","1"
"2374",2018-11-30,1236.49,3535.63,3209.15,3578.76,7827.62,2353.68,3739.64,3190.28,6.4,7.1,0,0,"2018","11","30","0","0","1","0",44.44,100.79,115.98,101.64,104.12,93.45,95.82,102.16,94.09,"0","1"
"2375",2018-12-01,1389.35,3536.24,3180.78,3580.42,7830.76,2621.34,3714.62,3427.2,11.15,11.65,0,0,"2018","12","1","0","0","1","0",44.44,100.79,115.96,101.64,104.12,93.62,95.8,102.1,93.86,"0","1"
"2376",2018-12-02,1399.75,3531.06,3510.25,3571.09,7825.32,2613.71,3716.14,3408.12,8,8.5,0,0,"2018","12","2","0","0","1","0",44.44,100.79,115.72,101.69,104.01,93.62,95.49,101.72,93.95,"0","1"
"2377",2018-12-03,1411.2,3536.57,3171.82,3573.86,7832.23,2565.61,3704.33,3399.3,10.6,11.1,0,6,"2018","12","3","0","0","1","0",44.44,100.78,115.59,101.69,104.01,93.62,94.76,101.49,93.95,"0","1"
"2378",2018-12-04,1588.9,3540.74,3193.52,3575.34,7832.27,2361.74,3414.35,3186.5,12.45,12.95,0,4,"2018","12","4","0","0","1","0",47.41,100.78,115.54,101.69,104.01,93.62,94.4,101.49,93.95,"0","1"
"2379",2018-12-05,1782.5,3521.27,3155.8,3574.15,7833.46,2406.35,3731.04,3400.27,9.9,10.4,0,4,"2018","12","5","0","0","1","0",52.33,100.75,115.54,101.44,104.01,93.62,94.76,101.49,93.95,"0","1"
"2380",2018-12-06,1800.61,3533.26,3120.41,3576.71,7833.42,2459.02,3741.48,3401.35,10.35,11.15,2,3,"2018","12","6","0","0","1","0",52.33,100.75,115.59,101.44,104.01,93.71,94.76,101.5,93.95,"0","1"
"2381",2018-12-07,1763.86,3538.58,3079.76,3573.54,7831.91,2282.72,3753.14,3400.16,8.45,8.95,4,0,"2018","12","7","0","0","1","0",52.33,100.78,115.54,101.3,103.16,93.68,96.79,101.9,93.51,"0","1"
"2382",2018-12-08,1667.77,3534.48,3533.58,3572.53,7830.04,2637.5,3739.36,3397.64,9.1,10.1,6,0,"2018","12","8","0","0","1","0",48.01,100.78,115.53,100.96,103.443333333333,93.6425,96.86,101.766666666667,92.92,"0","1"
"2383",2018-12-09,1685.34,3537.32,3533.4,3574.76,7833.71,2645.42,3749.11,3399.08,8.8,9.6,3,0,"2018","12","9","0","0","1","0",47.66,100.77,115.53,100.79,103.595,93.5725,97,101.8775,92.65,"0","1"
"2384",2018-12-10,1695.02,3527.78,3525.12,3567.53,7827.37,2632.36,3711.85,3388.14,9.05,9.55,0,0,"2018","12","10","0","0","1","0",47.57,100.77,115.5,100.79,103.8275,93.5266666666667,97.24,101.9475,92.65,"0","1"
"2385",2018-12-11,1701.61,3543.3,2736.43,3571.09,7830.14,578.66,3786.73,3415.93,5.05,5.55,0,0,"2018","12","11","0","0","1","0",47.42,100.7,115.47,101,104.05,93.53,97.33,101.963333333333,93.14,"0","1"
"2386",2018-12-12,1697.83,3537.18,3541.36,3570.41,7831.73,1794.2,3785.98,3424.82,3.85,4.35,0,0,"2018","12","12","0","0","1","0",47.38,100.59,115.46,101.21,104.05,93.52,97.33,102.21,93.63,"0","1"
"2387",2018-12-13,1746.5,3535.78,3532.97,3571.85,7834.21,2609.93,3755.34,3425.87,5.45,5.95,16,0,"2018","12","13","0","0","1","0",45.89,100.59,115.46,101.21,104.05,93.5,96.92,101.47,93.63,"0","1"
"2388",2018-12-14,1761.55,3517.16,3217.68,3572.96,7816.14,2617.52,3704.29,3407.04,6.5,7,8,0,"2018","12","14","0","0","1","0",45.74,100.63,115.46,101.12,104.05,93.5,96.92,100.78,93.5,"0","1"
"2389",2018-12-15,1770.73,3538.8,3536.93,3577.39,7803.68,2631.02,3353.83,3009.1,4.75,5.75,0,0,"2018","12","15","0","0","1","0",45.61,100.63,115.46,101.12,104.04,93.5,96.92,100.78,93.18,"0","1"
"2390",2018-12-16,1760.18,3535.78,3529.12,3574.8,7807.25,2632.25,3778.24,3403.44,1.95,2.45,0,0,"2018","12","16","0","0","1","0",45.53,100.63,115.44,101.12,104.04,93.5,96.92,100.78,93.18,"0","1"
"2391",2018-12-17,1795.72,3540.02,3015.65,3576.02,7807.25,2628.68,3258.79,3341.66,5.6,6.6,0,0,"2018","12","17","0","0","1","0",44.75,100.63,115.38,101.12,104.04,93.5,96.92,100.78,93.18,"0","1"
"2392",2018-12-18,1793.48,3536.39,3528,3489.88,7008.7,2627.24,3785.18,2883.6,5.55,6.55,0,0,"2018","12","18","0","0","1","0",44.61,100.63,115.3,101.46,104.2,93.5,96.92,100.78,93.18,"0","1"
"2393",2018-12-19,1786.54,3537.29,3470.83,3582.54,7808.33,2632.97,3786.98,2907.18,5.2,5.45,0,0,"2018","12","19","0","0","1","0",44.44,100.63,115.25,101.46,104.2,93.525,96.92,100.74,93.37,"0","1"
"2394",2018-12-20,1819.4,3539.45,2895.55,3580.56,7807.61,2618.89,3769.92,2864.52,9,9.8,1,0,"2018","12","20","0","0","1","0",43.43,100.685,115.21,101.46,104.2,93.55,96.915,99.53,93.5466666666667,"0","1"
"2395",2018-12-21,1833.8,3539.95,2870.75,3580.24,7761.53,2621.7,3830.8,2885.33,7.8,8.3,0.666666666666667,0,"2018","12","21","0","0","0","1",43.06,100.74,115.18,101.455,104.11,93.55,96.91,99.42,93.56,"0","1"
"2396",2018-12-22,1843.7,3534.84,3532.64,3578.83,6895.37,2609.93,3572.46,3426.41,10.6,11,0.5,0,"2018","12","22","0","0","0","1",42.67,100.74,115.06,101.445,104.08,93.55,96.8,99.38,93.52,"0","1"
"2397",2018-12-23,1858.97,3522.53,2994.19,3577.9,7766.35,2598.16,3811.75,2945.56,10.8,10.8,0.25,0,"2018","12","23","0","0","0","1",42.63,100.73,115.06,101.44,104.09,93.55,96.7,99.34,92.73,"0","1"
"2398",2018-12-24,1871.32,3519.04,3524.8,3578.33,7259.83,2611.8,3760.85,3429.04,10.4,10.65,0,0,"2018","12","24","0","0","0","1",42.35,100.7,115.06,101.44,104.1075,93.55,96.57,99.34,92.55,"0","1"
"2399",2018-12-25,1872.94,3538.66,2943.72,3577.03,6994.44,2620.62,3789.76,3303.61,7.65,8.65,0,0,"2018","12","25","0","0","0","1",42.35,100.68,115.06,101.44,104.14,93.55,96.44,98.98,92.55,"0","1"
"2400",2018-12-26,1856.45,3533.62,3533.47,3576.78,6936.01,2630.27,3735.58,3415.9,5.45,5.95,0,0,"2018","12","26","0","0","0","1",42.22,100.62,115.06,101.44,104.16,93.55,96.19,98.98,92.55,"0","1"
"2401",2018-12-27,1822.57,3538.22,2924.03,3577.68,7773.19,2615.76,3833.1,2961.83,5.95,6.45,0,0,"2018","12","27","0","0","0","1",42.22,100.57,114.97,101.44,104.16,93.55,95.93,99.09,92.55,"0","1"
"2402",2018-12-28,1865.23,3536.17,3537.43,3577.5,6985.73,2613.06,3836.84,3433.79,6.2,6.75,0,0,"2018","12","28","0","0","0","1",42.22,100.52,114.8,101.44,104.16,93.55,95.68,99.09,92.55,"0","1"
"2403",2018-12-29,1905.08,3539.48,3171.13,3578.33,7803.97,2608.56,3850.16,3337.06,6.5,6.4,0,0,"2018","12","29","0","0","0","1",41.34,100.46,114.74,101.44,104.16,93.55,95.43,99.09,92.54,"0","1"
"2404",2018-12-30,1861.45,3536.24,3535.6,3577.14,7691.15,2605.68,3848.08,2987.06,5.6,5.7,0,0,"2018","12","30","0","0","0","1",40.98,100.44,114.77,101.44,104.16,93.55,95.3,99.09,92.51,"0","1"
"2405",2018-12-31,1913.65,3538.69,3037,3576.53,7798.61,2608.92,3846.13,3427.99,5.55,6.15,0,0,"2018","12","31","0","0","0","1",40.61,100.41,114.74,101.44,104.16,93.55,95.17,99.09,92.54,"0","1"
"2406",2019-01-01,1983.53,3537.04,2960.17,3575.09,7804.91,2608.7,3841.34,3390.77,4.2,8.12,0,0,"2019","1","1","0","0","0","0",37.36,100.25,114.57,101.44,104.16,93.55,94.41,99.09,91.68,"0","1"
"2407",2019-01-02,2011.07,3538.62,2830.82,3570.7,7807.61,2617.96,3846.13,3430.12,4.6,7.82,0,0,"2019","1","2","0","0","0","0",37.36,100.23,114.55,101.44,104.16,93.55,94.28,99.09,92.01,"0","1"
"2408",2019-01-03,1990.22,3537.9,2424.31,3575.02,7730.82,2620.66,3831.12,2547.36,0.1,3.32,0,0,"2019","1","3","0","0","0","0",37.36,100.2,114.57,101.44,103.945,93.55,94.16,99.09,91.86,"0","1"
"2409",2019-01-04,2020.28,3534.73,3544.06,3574.87,7801.63,2606,3820.18,3424.32,-2.36,1.49,0,0,"2019","1","4","0","0","0","0",37.19,100.14,114.89,101.44,103.86,93.55,93.9,99.09,92.35,"1","1"
"2410",2019-01-05,2008.76,3535.31,3043.22,3579.95,7800.34,2609.1,3823.63,3236.9,1.18,5.04,0,0,"2019","1","5","0","0","0","0",37.19,100.09,114.89,101.44,103.86,93.55,93.65,99.09,92.78,"0","1"
"2411",2019-01-06,2021.98,3531.17,3543.23,3575.12,7802.06,2621.27,3821.18,3204.11,4.6,7.48,0,0,"2019","1","6","0","0","0","0",37.19,100.04,114.64,101.44,103.86,93.55,93.4,99.09,92.95,"0","1"
"2412",2019-01-07,1958.58,3535.45,3538.55,3574.62,7809.41,2624.4,3828.78,3445.74,3.98,5.3,0,0,"2019","1","7","0","0","0","0",37.19,99.99,114.8,101.44,103.86,93.55,93.4,99.09,92.95,"0","1"
"2413",2019-01-08,1875.89,3535.38,2664.94,3578.22,7741.62,2621.59,3829.03,2703.82,4.66,5.93,3.6,4.4,"2019","1","8","0","0","0","0",36.88,99.99,114.8,101.44,103.73,93.55,93.4,99.09,92.98,"0","1"
"2414",2019-01-09,2021.33,3528.29,2701.8,3572.89,7700.9,2610.22,3797.06,2498.4,3.47,5.65,11.2,2,"2019","1","9","0","0","0","0",37.65,99.99,114.8,101.36,104.12,93.56,93.9,99.07,92.98,"0","1"
"2415",2019-01-10,2064.89,3528.5,3534.34,3514.5,6695.28,2612.81,3028.82,3399.59,1.3,4.84,0,0,"2019","1","10","0","0","0","0",37.65,100.6,114.8,101.13,104.18,93.62,97.43,99.02,92.98,"0","1"
"2416",2019-01-11,1998.29,3531.24,3546.43,3580.24,7799.18,2615.18,3807.11,1995.3,0.61,3.87,0,0,"2019","1","11","0","0","0","0",37.65,100.6,114.88,101.13,104.18,93.62,97.43,99.02,93.54,"0","1"
"2417",2019-01-12,1848.1,3533.22,2926.19,3578,7743.85,2617.96,3811.82,3438.83,1.22,3.34,0,0,"2019","1","12","0","0","0","0",37.65,100.6,114.89,101.13,104.18,93.62,97.43,99.02,93.54,"0","1"
"2418",2019-01-13,1869.98,3530.09,3410.1,3577.46,7795.55,2610.65,3809.92,3431.48,4,5.36,0,0.2,"2019","1","13","0","0","0","0",37.65,100.6,114.89,101.13,104.18,93.62,97.43,99.02,93.41,"0","1"
"2419",2019-01-14,2006.96,3528.5,3557.63,3581.82,7789.32,2616.7,3808.58,3416.51,6.2,9.04,3.4,2,"2019","1","14","0","0","0","0",38.22,100.6,114.89,101.13,104.15,93.62,97.43,99.02,93.39,"0","1"
"2420",2019-01-15,2039.62,3530.09,2628.29,3575.56,7790.51,2613.74,3803.22,3323.88,4.38,8.16,0,0,"2019","1","15","0","0","0","0",37.34,100.6,114.89,101.13,104.12,93.62,97.43,99.02,93.39,"0","1"
"2421",2019-01-16,1949.47,3530.48,3546.11,3578.54,7795.48,2607.8,3797.17,3428.46,4.98,6.72,0,0,"2019","1","16","0","0","0","0",36.71,100.27,114.51,100.98,104.12,93.5,97.43,98.89,93.13,"0","1"
"2422",2019-01-17,2002.72,3529.98,2750.04,3576.82,7724.95,2605.86,3793.72,2723.11,5.58,7.71,7.2,8.8,"2019","1","17","0","0","0","0",36.16,99.94,114.45,100.83,104.12,93.38,97.43,98.76,93.01,"0","1"
"2423",2019-01-18,2039,3532.57,2683.55,3579.34,7686.29,2612.38,3793.28,2685.85,5.91,7.72,6,7.8,"2019","1","18","0","0","0","0",35.87,99.6,114.12,100.67,104.14,93.26,97.43,98.62,92.71,"0","1"
"2424",2019-01-19,2042.24,3529.01,3552.26,3574.87,7788.56,2602.62,3789.04,3425.44,3.77,5.6,0.6,0.2,"2019","1","19","0","0","0","0",35.6,99.26,114.12,100.52,104.14,93.14,97.42,98.49,92.71,"0","1"
"2425",2019-01-20,2043.61,3527.21,2773.26,3574.69,7787.95,2605.64,3783.35,3291.19,4.08,5.88,2.4,1.2,"2019","1","20","0","0","0","0",35.45,98.93,113.99,100.36,104.14,93.01,97.42,98.35,92.71,"0","1"
"2426",2019-01-21,2041.63,3528.22,2781.54,3574.8,7785.32,2606.83,3773.38,3348.22,4.85,6.9,5.8,7,"2019","1","21","0","0","0","0",35.45,98.93,113.93,100.36,104.13,93.01,97.42,98.35,92.62,"0","1"
"2427",2019-01-22,2043.76,3528.29,2913.08,3576.35,7642.04,2605.97,3772.19,2920.97,2.94,5.08,13.4,11,"2019","1","22","0","0","0","0",35.39,98.93,113.93,100.36,104.133333333333,93.01,97.42,98.35,92.62,"0","1"
"2428",2019-01-23,2051.35,3497.4,2785.03,3544.67,7682.11,2606.65,3769.13,3285.29,1.51,3.95,9.6,10.6,"2019","1","23","0","0","0","0",35.39,99.87,113.99,100.6,104.133333333333,93.31,97.42,98.63,92.19,"0","1"
"2429",2019-01-24,2053.84,3536.71,2948.54,3596.4,7622.14,2603.27,3802.79,2908.08,3.75,6.37,0,0.2,"2019","1","24","0","0","0","0",35.59,99.87,113.99,100.6,104.133333333333,93.31,97.42,98.63,92.19,"0","1"
"2430",2019-01-25,2045.38,3532.03,3174.08,3593.3,7569.72,2601.47,3784.18,3289.97,2.55,7.2,0,0,"2019","1","25","0","0","0","0",35.63,99.87,114.33,100.6,104.133333333333,93.31,97.42,98.63,92.62,"0","1"
"2431",2019-01-26,2025.11,3522.74,3521.2,3583.84,7759.58,2594.38,3799.08,3411.04,2.78,6.24,0,0,"2019","1","26","0","0","0","0",36.2,99.54,114.33,100.44,104.133333333333,93.14,97.42,98.46,93.36,"0","1"
"2432",2019-01-27,1967.98,3536.14,3526.31,3590.5,7769.45,2591.89,3802.18,3425.58,5.36,5.68,19.4,11.2,"2019","1","27","0","0","0","0",36.49,99.21,114.33,100.27,104.155,92.97,97.42,98.3,93.36,"0","1"
"2433",2019-01-28,2010.24,3532.75,3525.66,3589.06,7769.56,2594.92,3801.24,3401.42,3.95,5.84,2.8,5.4,"2019","1","28","0","0","0","0",36.72,99.21,114.33,100.27,104.1975,92.97,97.42,98.3,93.84,"0","1"
"2434",2019-01-29,2017.37,3504.74,3270.24,3530.88,7652.27,2602.98,3777.19,3293.75,2.02,5.47,0,0.2,"2019","1","29","0","0","0","0",37.42,99.21,114.1,100.27,104.22,92.97,97.42,98.3,93.84,"0","1"
"2435",2019-01-30,1884.67,3542.29,2907.4,3573.36,7652.48,2610.18,3804.48,2891.12,1.22,2.57,12,4.8,"2019","1","30","0","0","0","0",36.72,100.45,113.98,100.41,104.22,92.86,97.42,98.34,92.84,"0","1"
"2436",2019-01-31,1991.7,3537.9,2916.29,3571.27,7663.25,2606.54,3800.52,2961.5,3.29,6.21,16,9.8,"2019","1","31","0","0","0","0",36.72,100.46,113.98,100.61,104.22,93.13,97.42,98.48,90.57,"0","1"
"2437",2019-02-01,2021.15,3506.29,3214.08,3481.31,7354.84,2608.49,3597.52,3191.9,9.54,10.55,11.8,11.2,"2019","2","1","0","0","0","0",35.94,100.46,114.1,101.05,104.22,93.33,97.42,98.56,90.57,"0","1"
"2438",2019-02-02,2052.18,3530.45,3126.96,3541.14,7265.38,2606.36,3818.84,3099.35,8.47,9.95,36.2,43.4,"2019","2","2","0","0","0","0",35.74,100.45,113.98,101.1,104.22,93.59,97.42,98.56,90.57,"0","1"
"2439",2019-02-03,2090.66,3543.55,3089.92,3577.39,7414.92,2603.99,3797.17,3080.59,5.35,7.55,8.2,7.2,"2019","2","3","0","0","0","0",34.43,100.38,114.1,101.1,104.22,93.59,97.42,98.94,91.54,"0","1"
"2440",2019-02-04,2095.7,3547.44,1830.56,3577.14,7764.52,2602.4,3804.73,3423.35,6.61,9.87,0,0,"2019","2","4","0","0","0","0",34.21,100.31,114.25,101.1,104.22,93.59,97.42,98.94,91.54,"0","1"
"2441",2019-02-05,2101.68,3541.14,3531.17,3577.03,7762.07,2601.61,3797.1,3426.52,8.01,11.85,0,0,"2019","2","5","0","0","0","0",33.71,100.31,114.25,101.1,104.22,93.59,97.42,98.94,91.54,"0","1"
