"","Date","Rainfall_Le_Croci","Rainfall_Cavallina","Rainfall_S_Agata","Rainfall_Mangona","Rainfall_S_Piero","Rainfall_Vernio","Rainfall_Stia","Rainfall_Consuma","Rainfall_Incisa","Rainfall_Montevarchi","Rainfall_S_Savino","Rainfall_Laterina","Rainfall_Bibbiena","Rainfall_Camaldoli","Temperature_Firenze","Hydrometry_Nave_di_Rosano","Season"
"2756",2018-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.25,1.04,"Summer"
"2757",2018-07-20,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,26.6,1.01,"Summer"
"2758",2018-07-21,12.8,9,8.6,0,9.6,46.9,0,0,0,0,2,0,0,0,25.25,1.02,"Summer"
"2759",2018-07-22,31.6,38.2,37.2,24,14.4,12,0,0,2,2,3,2,0,0,25.15,1.02,"Summer"
"2760",2018-07-23,0,0,0,0,0,10,52.9,52.9,8,8,10,8,52.9,52.9,24.35,1.07,"Summer"
"2761",2018-07-24,0.4,1.6,0,2.6,0.6,3,0,0,0,0,0,0,0,0,25.3,1.05,"Summer"
"2762",2018-07-25,0,0,13.4,4.4,1.6,15,3,3,4,4,3,4,3,3,25.95,1.03,"Summer"
"2763",2018-07-26,0,0,0,0,0,17.1,6,6,5,5,5,5,6,6,26.1,1.03,"Summer"
"2764",2018-07-27,0,0,0,0,0,3,0,0,2,2,2,2,0,0,27.05,1.04,"Summer"
"2765",2018-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,1.03,"Summer"
"2766",2018-07-29,0,0,0,0,0,8,0,0,0,0,0,0,0,0,27.6,1.02,"Summer"
"2767",2018-07-30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,29.05,1.01,"Summer"
"2768",2018-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,1.02,"Summer"
"2769",2018-08-01,16.8,0.6,0,2.2,4.4,15,0,0,0,0,2,0,0,0,30.55,1.03,"Summer"
"2770",2018-08-02,0,0,0.8,0.8,0,15,11,11,8,8,10,8,11,11,30.3,1.05,"Summer"
"2771",2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,1.05,"Summer"
"2772",2018-08-04,0,0,0,0,0,0,0,0,0,0,5,0,0,0,29.35,1.06,"Summer"
"2773",2018-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,1.06,"Summer"
"2774",2018-08-06,6.4,0,0,0,0.8,10,0,0,0,0,0,0,0,0,29.15,1.06,"Summer"
"2775",2018-08-07,28.4,7.8,0.4,0.4,3,18.1,10,10,47.9,47.9,5,47.9,10,10,29.05,1.11,"Summer"
"2776",2018-08-08,0,0,0,0,0.2,8,11,11,10,10,18.1,10,11,11,28.5,1.11,"Summer"
"2777",2018-08-09,0,0,0,0,0,0,2,2,0,0,3,0,2,2,27.85,1.07,"Summer"
"2778",2018-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,1.07,"Summer"
"2779",2018-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.25,1.06,"Summer"
"2780",2018-08-12,2.8,5,0.4,0,1.2,2,0,0,0,0,0,0,0,0,26.5,1.05,"Summer"
"2781",2018-08-13,10.8,0.2,1.2,3.4,1.8,3,4,4,3,3,0,3,4,4,26.4,1.08,"Summer"
"2782",2018-08-14,6.2,1.6,8.4,2.8,5,61.9,18,18,9,9,22,9,18,18,24.05,1.09,"Summer"
"2783",2018-08-15,0,0,0,0,0.2,5,2,2,0,0,0,0,2,2,24.2,1.11,"Summer"
"2784",2018-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.95,1.07,"Summer"
"2785",2018-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,1.06,"Summer"
"2786",2018-08-18,0,0,0,0,0,0,0,0,2,2,3,2,0,0,26.4,1.06,"Summer"
"2787",2018-08-19,0,0,0,0,0,0,0,0,0,0,11,0,0,0,27.1,1.06,"Summer"
"2788",2018-08-20,0,0,0,0,0,0,0,0,8,8,10,8,0,0,27,1.07,"Summer"
"2789",2018-08-21,0.2,0,0,0,0,0,0,0,8,8,8,8,0,0,26.75,1.07,"Summer"
"2790",2018-08-22,19.6,30.8,0,1,2.8,2,23.1,23.1,8,8,16.1,8,23.1,23.1,25.8,1.08,"Summer"
"2791",2018-08-23,0.2,0,0,0,0,9,10,10,8,8,0,8,10,10,27.55,1.08,"Summer"
"2792",2018-08-24,4,7.2,17.6,1.6,9.4,0,5,5,2,2,3,2,5,5,26.1,1.09,"Summer"
"2793",2018-08-25,6,4,7.2,10.4,5,12,17,17,10,10,10,10,17,17,25.1,1.1,"Summer"
"2794",2018-08-26,0,0,0,0,0,37,6,6,0,0,4,0,6,6,22.75,1.07,"Summer"
"2795",2018-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.75,1.05,"Summer"
"2796",2018-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,1.08,"Summer"
"2797",2018-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,1.06,"Summer"
"2798",2018-08-30,0,0.2,0,5.2,0.2,6,4,4,2,2,0,2,4,4,24.35,1.06,"Summer"
"2799",2018-08-31,4.6,1.2,4,0.8,7.2,8,17.1,17.1,3,3,0,3,17.1,17.1,24.15,1.09,"Summer"
"2800",2018-09-01,4,0,0.2,0.4,1.6,15,52,52,18.1,18.1,23.1,18.1,52,52,22.75,1.08,"Autumn"
"2801",2018-09-02,0.2,0,0,0,0,11,10,10,10,10,5,10,10,10,21.25,1.14,"Autumn"
"2802",2018-09-03,0,0,0,0,0,5,0,0,0,0,0,0,0,0,21.15,1.12,"Autumn"
"2803",2018-09-04,0,0,0,0,0,3,2,2,4,4,10,4,2,2,21.45,1.09,"Autumn"
"2804",2018-09-05,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23.2,1.07,"Autumn"
"2805",2018-09-06,1.4,0,0,0.8,0,0,3,3,5,5,0,5,3,3,23.35,1.07,"Autumn"
"2806",2018-09-07,0,0,0,0.2,0,15,10,10,3,3,3,3,10,10,22,1.08,"Autumn"
"2807",2018-09-08,0,0,0,0,0.2,3,0,0,0,0,0,0,0,0,23.6,1.07,"Autumn"
"2808",2018-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75,1.06,"Autumn"
"2809",2018-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.45,1.06,"Autumn"
"2810",2018-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,1.06,"Autumn"
"2811",2018-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,1.05,"Autumn"
"2812",2018-09-13,0,0,0,0,0,3,2,2,0,0,0,0,2,2,21.7,1.07,"Autumn"
"2813",2018-09-14,0,0,0,0,0,5,5,5,0,0,0,0,5,5,24.2,1.06,"Autumn"
"2814",2018-09-15,0,0,0,0,0,8,3,3,0,0,0,0,3,3,24.35,1.06,"Autumn"
"2815",2018-09-16,0,0,0,0,0,0,3,3,0,0,3,0,3,3,24.4,1.06,"Autumn"
"2816",2018-09-17,0,0,10.2,27,3.6,8,6,6,5,5,18,5,6,6,24.2,1.06,"Autumn"
"2817",2018-09-18,0,0,0.2,0.2,0.2,10,11,11,11,11,11,11,11,11,22.7,1.08,"Autumn"
"2818",2018-09-19,0,0,0,0,0,0,3,3,2,2,2,2,3,3,23.3,1.11,"Autumn"
"2819",2018-09-20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24.45,1.07,"Autumn"
"2820",2018-09-21,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,24.45,1.07,"Autumn"
"2821",2018-09-22,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,23.5,1.06,"Autumn"
"2822",2018-09-23,0.8,0,1.2,2.4,0,0,0,0,0,0,0,0,0,0,23.9,1.08,"Autumn"
"2823",2018-09-24,0,0,0,0,0,3,5,5,2,2,2,2,5,5,23.5,1.06,"Autumn"
"2824",2018-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95,1.03,"Autumn"
"2825",2018-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.05,1.03,"Autumn"
"2826",2018-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,1.03,"Autumn"
"2827",2018-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,1.01,"Autumn"
"2828",2018-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.35,1.02,"Autumn"
"2829",2018-09-30,19,11.2,20.4,16.4,14.6,0,0,0,0,0,0,0,0,0,20,1.03,"Autumn"
"2830",2018-10-01,0.4,0.2,2.8,0.6,0.2,45,22,22,16,16,10,16,22,22,15.2,1.07,"Autumn"
"2831",2018-10-02,0,0,0,0,0,3,4,4,7,7,5,7,4,4,15.1,1.07,"Autumn"
"2832",2018-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,1.05,"Autumn"
"2833",2018-10-04,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,1.04,"Autumn"
"2834",2018-10-05,11,7.2,10.8,16.6,13.8,2,3,3,1,1,1,1,3,3,18.85,1.03,"Autumn"
"2835",2018-10-06,0.6,1.2,1.8,1.2,1,7,5,5,7,7,9,7,5,5,16.85,1.06,"Autumn"
"2836",2018-10-07,0,0,0.2,0,0.2,2,4,4,2,2,2,2,4,4,19.6,1.06,"Autumn"
"2837",2018-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,1.04,"Autumn"
"2838",2018-10-09,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,19.25,1.02,"Autumn"
"2839",2018-10-10,0.8,0,1,2.4,0.8,2,4,4,0,0,0,0,4,4,19.5,1.01,"Autumn"
"2840",2018-10-11,0,0,0,0,0,10,7,7,0,0,0,0,7,7,18.8,1.03,"Autumn"
"2841",2018-10-12,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,20.05,1.01,"Autumn"
"2842",2018-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25,1,"Autumn"
"2843",2018-10-14,0,0,0,0,0.2,2,2,2,4,4,2,4,2,2,17.8,1.01,"Autumn"
"2844",2018-10-15,3.4,0,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,17.95,1.01,"Autumn"
"2845",2018-10-16,8,0,3.8,2.8,2.4,2,0,0,0,0,0,0,0,0,19.85,1.02,"Autumn"
"2846",2018-10-17,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,19.9,1.04,"Autumn"
"2847",2018-10-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.45,1.02,"Autumn"
"2848",2018-10-19,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,20.2,1.01,"Autumn"
"2849",2018-10-20,0.4,0,1,0.2,0.4,0,0,0,0,0,0,0,0,0,19.05,1,"Autumn"
"2850",2018-10-21,0,0,0,0,0,0,1,1,1,1,1,1,1,1,17.25,1,"Autumn"
"2851",2018-10-22,0,0,0,0,0,0,3,3,0,0,0,0,3,3,13.95,1,"Autumn"
"2852",2018-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.05,0.99,"Autumn"
"2853",2018-10-24,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,15.15,1,"Autumn"
"2854",2018-10-25,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,18.2,1.01,"Autumn"
"2855",2018-10-26,0,0,0,1,0,8,1,1,0,0,0,0,1,1,18.2,1.03,"Autumn"
"2856",2018-10-27,4.4,1.4,5,5.2,9.6,24,1,1,0,0,0,0,1,1,20.35,1.02,"Autumn"
"2857",2018-10-28,40.8,31.8,44.2,40.4,46,83,29,29,31,31,54,31,29,29,18,1.08,"Autumn"
"2858",2018-10-29,16.4,27.4,14,13.4,25,117,23,23,20,20,23.1,20,23,23,17.65,1.33,"Autumn"
"2859",2018-10-30,0.4,0.2,0,1.4,0.2,33,17,17,20,20,14,20,17,17,13.45,1.3,"Autumn"
"2860",2018-10-31,16.2,12.6,27.4,23.8,28.6,7,0,0,0,0,0,0,0,0,14.2,1.25,"Autumn"
"2861",2018-11-01,2.6,1.8,2.8,7.6,2.8,24,15,15,9,9,12,9,15,15,15.8,1.39,"Autumn"
"2862",2018-11-02,0,0,0,0,0.2,17,2,2,2,2,4,2,2,2,15.3,1.58,"Autumn"
"2863",2018-11-03,6,4.4,5.6,5.4,2.8,3,7,7,4,4,9,4,7,7,17.75,1.38,"Autumn"
"2864",2018-11-04,0.6,0.4,0.4,0.8,0.2,5,4,4,8,8,5,8,4,4,17.3,1.22,"Autumn"
"2865",2018-11-05,8.4,3.8,10.4,8.8,5.4,3,5,5,0,0,1,0,5,5,16.35,1.19,"Autumn"
"2866",2018-11-06,6,6.6,10,9,9.2,16,6,6,9,9,6,9,6,6,16.15,1.2,"Autumn"
"2867",2018-11-07,0,0.2,0,0,0,16,18,18,15,15,18,15,18,18,15.4,1.17,"Autumn"
"2868",2018-11-08,0,0,0.2,0,0,4,0,0,0,0,0,0,0,0,15.35,1.12,"Autumn"
"2869",2018-11-09,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,15.05,1.08,"Autumn"
"2870",2018-11-10,5.4,1.2,1.8,1.6,2,0,0,0,0,0,0,0,0,0,15,1.17,"Autumn"
"2871",2018-11-11,0.2,0.2,0.4,0,0.2,7,0,0,0,0,0,0,0,0,13.8,1.07,"Autumn"
"2872",2018-11-12,0.4,0.6,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,14.1,1.05,"Autumn"
"2873",2018-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,1.05,"Autumn"
"2874",2018-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,1.08,"Autumn"
"2875",2018-11-15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13.95,1.04,"Autumn"
"2876",2018-11-16,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,12.2,1.02,"Autumn"
"2877",2018-11-17,0,0,0,0,0,1,4,4,0,0,0,0,4,2.8,10,1.06,"Autumn"
"2878",2018-11-18,2,0,1.2,1.2,1,0,3,3,0,0,0,0,3,3.1,7.95,1.02,"Autumn"
"2879",2018-11-19,5,0,12.2,5.8,5.2,1,3,1.5,3,3,3,3,3,0.9,6.85,1.07,"Autumn"
"2880",2018-11-20,2,1.6,2.4,2.2,2.2,5,26,25.7,16,16,43,16,26,17.6,6.05,1.17,"Autumn"
"2881",2018-11-21,0,0.2,0.2,0.6,0.2,5,7,7,4,4,8,4,7,7,8.3,1.45,"Autumn"
"2882",2018-11-22,13.4,10.2,8.8,37.8,9.2,3,0,0,0,0,0,0,0,0,12,1.53,"Autumn"
"2883",2018-11-23,8.4,16,12,5.4,12.6,71,6,6,6,6,3,6,6,6,10.75,1.33,"Autumn"
"2884",2018-11-24,12,3.8,7.2,6,10,40,8,8,6,6,3,6,8,8,13.3,1.3,"Autumn"
"2885",2018-11-25,6.2,5,3.6,4.4,4.6,10,16,16,19,19,19,19,16,16,11.5,1.49,"Autumn"
"2886",2018-11-26,0.2,0,0.4,0.6,0,5.8,8,8,5,5,6,5,8,8,10.35,1.78,"Autumn"
"2887",2018-11-27,0,0,0,0,0,1.8,2.6,2.6,1,1,1,1,2.6,2.6,9.45,1.71,"Autumn"
"2888",2018-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.58,"Autumn"
"2889",2018-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65,1.37,"Autumn"
"2890",2018-11-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5,1.25,"Autumn"
"2891",2018-12-01,3.4,0.2,1,1,1.2,0.7,4,4,2,2,9,2,4,4,10.1,1.3,"Winter"
"2892",2018-12-02,18.4,13.2,11.6,8.8,17.4,3,1,1,1,1,0,1,1,1,6.8,1.26,"Winter"
"2893",2018-12-03,0.4,0,0,0,0.4,10,12,12,18,18,8,18,12,12,10.7,1.38,"Winter"
"2894",2018-12-04,0.2,0,0,0,0.2,0,3,3,6,6,3,6,3,3,12,1.61,"Winter"
"2895",2018-12-05,13.6,6.8,11.6,11.2,12.8,0,0,0,0,0,0,0,0,0,9.95,1.58,"Winter"
"2896",2018-12-06,3.8,2.6,3,1.8,2.8,7,8,8,9,9,7,9,8,8,8.65,1.43,"Winter"
"2897",2018-12-07,16.4,30.8,10.8,18,11.6,6,3,3,3,3,1,3,3,3,7.8,1.35,"Winter"
"2898",2018-12-08,0.6,0,0,0.4,1,8,14,14,6,6,9,6,14,14,11.25,1.55,"Winter"
"2899",2018-12-09,0.4,0,0,0,0.2,4,9,9,9,9,2,9,9,9,9.4,1.56,"Winter"
"2900",2018-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,1.59,"Winter"
"2901",2018-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15,1.56,"Winter"
"2902",2018-12-12,0,0,0,0,0,3,1,1,0,0,0,0,1,1,1.75,1.41,"Winter"
"2903",2018-12-13,0,0,0,0,0,3,5.6,9.1,4,4,4,4,5.7,9.5,4.75,1.37,"Winter"
"2904",2018-12-14,0,0,0,0,0,1,4.7,5,6,6,9,6,5,5.3,5.25,1.28,"Winter"
"2905",2018-12-15,0,0.8,2.2,0.4,1,0,0,0,0,0,0,0,0,0,3.25,1.26,"Winter"
"2906",2018-12-16,9.2,7,6.8,6.8,7.2,5.3,4.1,5.7,7,7,5.5,6.5,4.1,5.7,1.05,1.29,"Winter"
"2907",2018-12-17,0.2,0,0,0,0,9,21.9,27.8,28,28,26.8,28,21.9,27.8,5.5,1.46,"Winter"
"2908",2018-12-18,3.2,1.6,0.8,2.2,1,0,0,0,0,0,0,0,0,0,6.5,1.59,"Winter"
"2909",2018-12-19,18.8,19.4,17.6,18.2,15.4,1,2,2,1,1,1,1,2,2,4.25,1.53,"Winter"
"2910",2018-12-20,2,1.6,2.2,2.8,1.2,15,7,6.5,7,7,7,7,7,6.2,7.3,1.38,"Winter"
"2911",2018-12-21,3.8,1.8,6.8,10.8,4.4,4,5,5,3,3,2,3,5,5,7.25,1.75,"Winter"
"2912",2018-12-22,0,0,0,0,0,15,5,5,2,2,0,2,5,5,10.85,1.61,"Winter"
"2913",2018-12-23,1,0.2,0.6,0,1,0,0,0,0,0,0,0,0,0,12.45,1.7,"Winter"
"2914",2018-12-24,0,0,0,0,0.2,0,2,2,2,2,0,2,2,2,11.75,1.66,"Winter"
"2915",2018-12-25,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,7.85,1.49,"Winter"
"2916",2018-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,1.47,"Winter"
"2917",2018-12-27,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,6.95,1.38,"Winter"
"2918",2018-12-28,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,7.1,1.39,"Winter"
"2919",2018-12-29,0.2,0.4,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.45,1.31,"Winter"
"2920",2018-12-30,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,7.95,1.17,"Winter"
"2921",2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.24,"Winter"
"2922",2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3,"Winter"
"2923",2019-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,1.13,"Winter"
"2924",2019-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.26,"Winter"
"2925",2019-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.11,"Winter"
"2926",2019-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.34,"Winter"
"2927",2019-01-06,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,4,1.11,"Winter"
"2928",2019-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,1.11,"Winter"
"2929",2019-01-08,0,0,0,0,0.2,0,2,1,2,2,2,2,2,1.2,1.9,1.27,"Winter"
"2930",2019-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,1.11,"Winter"
"2931",2019-01-10,0,0,0,0,0,0,1.2,1.2,0,0,0,0,1.2,1.2,3.75,1.22,"Winter"
"2932",2019-01-11,0,0,0,0,0,0,1.4,1.4,0,0,0,0,1.4,1.4,2.55,1.08,"Winter"
"2933",2019-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,1.24,"Winter"
"2934",2019-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,1.1,"Winter"
"2935",2019-01-14,0,0,0,0,0,0,1,1,1,1,1,1,1,1,12,1.08,"Winter"
"2936",2019-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.23,"Winter"
"2937",2019-01-16,15.2,17,6.2,13,6.4,1,1,1,1,1,0,1,1,1,7.4,1.09,"Winter"
"2938",2019-01-17,27.2,35.8,16.6,17,18,21,15,15,12,12,6,12,15,15,10.6,1.09,"Winter"
"2939",2019-01-18,0.6,0,0,0.6,0.8,17.8,5.8,5.2,8,8,13,8,5.8,5.3,10.1,1.33,"Winter"
"2940",2019-01-19,0.6,0,0.4,1,1.2,1,1,0.7,0,0,0,0,1,0.7,7.1,1.18,"Winter"
"2941",2019-01-20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.35,1.34,"Winter"
"2942",2019-01-21,0.4,0,1,0.2,1.8,0,2.6,2.8,1,1,7,1,2.6,3.2,5.35,1.13,"Winter"
"2943",2019-01-22,3.8,1,2,0.8,1.8,2.9,3.4,7,6.4,6.4,3.7,4.6,3.4,7.9,3.9,1.33,"Winter"
"2944",2019-01-23,3,0,0,1.4,0,8.2,4.7,6.3,3,3,5.7,3,4.7,6.5,3.8,1.31,"Winter"
"2945",2019-01-24,0,0,0,0,0,1.2,1.4,2.1,0,0,0,0,1.7,2.6,5.55,1.3,"Winter"
"2946",2019-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,1.36,"Winter"
"2947",2019-01-26,1.8,5,3,12.4,2.8,0,0,0,0,0,0,0,0,0,5.05,1.33,"Winter"
"2948",2019-01-27,10,9.6,8.2,15.2,6.8,22,3,3,3,3,8,3,3,2.5,3.8,1.3,"Winter"
"2949",2019-01-28,0,0,0.6,0,0,7,5.8,4.4,11,11,10,11,5.8,4.6,6.5,1.34,"Winter"
"2950",2019-01-29,0.8,2.8,1.8,0.2,4.6,0,0,0,0,0,0,0,0,0,6.25,1.44,"Winter"
"2951",2019-01-30,17.6,13.8,13.6,22.4,11.2,15.4,7.4,8.8,12,12,3.7,9.5,7.4,9,2.2,1.36,"Winter"
"2952",2019-01-31,35.8,38.4,31.4,47.6,42.2,8.2,10.4,10.1,11.8,11.8,7.5,11.2,10.4,11.1,1.8,1.49,"Winter"
"2953",2019-02-01,47.6,63,48.2,59.8,56,100.6,16.9,16.8,19,19,11,19,16.9,16.8,9.7,1.72,"Winter"
"2954",2019-02-02,6.2,3.6,4.8,7.8,5,63,49,49,33,33,39,33,49,45.7,9.95,4.04,"Winter"
"2955",2019-02-03,0.2,0,0,0,0,5.8,7,5.6,5,5,13,5,7,3,10.15,4.25,"Winter"
"2956",2019-02-04,0,0,0,0,0,0,2,1.4,0,0,0,0,2,2,8.5,2.77,"Winter"
"2957",2019-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,2.29,"Winter"
"2958",2019-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55,2.09,"Winter"
"2959",2019-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.79,"Winter"
"2960",2019-02-08,1.6,0,0.2,0,0.8,0,0,0,0,0,3,0,0,0,9.5,1.79,"Winter"
"2961",2019-02-09,0.4,0.2,0.8,5.4,0.8,3,1,1,0,0,0,0,1,1,5.8,1.77,"Winter"
"2962",2019-02-10,10.6,27.6,6.4,11.4,14.8,21,4,4,1,1,0,1,4,3.5,11.5,1.61,"Winter"
"2963",2019-02-11,0,0,0,0,0,12,6,6,3,3,2,3,6,6,9.4,1.56,"Winter"
"2964",2019-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95,1.66,"Winter"
"2965",2019-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,1.52,"Winter"
"2966",2019-02-14,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,8.05,1.46,"Winter"
"2967",2019-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,1.48,"Winter"
"2968",2019-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.46,"Winter"
"2969",2019-02-17,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,9.45,1.45,"Winter"
"2970",2019-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.05,1.6,"Winter"
"2971",2019-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,1.47,"Winter"
"2972",2019-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65,1.41,"Winter"
"2973",2019-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,1.26,"Winter"
"2974",2019-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15,1.22,"Winter"
"2975",2019-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,1.39,"Winter"
"2976",2019-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,1.41,"Winter"
"2977",2019-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,1.19,"Winter"
"2978",2019-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.35,"Winter"
"2979",2019-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,1.17,"Winter"
"2980",2019-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,1.35,"Winter"
"2981",2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,1.19,"Spring"
"2982",2019-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,1.33,"Spring"
"2983",2019-03-03,1,1.4,2,1.4,1,0,0,0,0,0,0,0,0,0,11.15,1.15,"Spring"
"2984",2019-03-04,0,0,0,0,0,4,3,3,0,0,0,0,3,3,11.8,1.18,"Spring"
"2985",2019-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15,1.36,"Spring"
"2986",2019-03-06,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,11.7,1.2,"Spring"
"2987",2019-03-07,0,0,0,0,0,7,2,2,2,2,0,2,2,2,13.7,1.28,"Spring"
"2988",2019-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55,1.2,"Spring"
"2989",2019-03-09,0.8,0,1,1.2,1,1,0,0,0,0,0,0,0,0,11.85,1.14,"Spring"
"2990",2019-03-10,2.4,2.6,4.2,1.2,11.2,6,2,2,0,0,0,0,2,2,11.8,1.31,"Spring"
"2991",2019-03-11,0,0,0,0,0.2,18.1,12.9,12,5,5,9,5,12.9,12,13.1,1.14,"Spring"
"2992",2019-03-12,7.2,4,4.4,6.2,4.6,0,2,2,0,0,0,0,2,2,9,1.33,"Spring"
"2993",2019-03-13,0,0.2,0,0.2,0.2,8,3,3,3,3,4,3,3,2,8.55,1.16,"Spring"
"2994",2019-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,1.29,"Spring"
"2995",2019-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,1.13,"Spring"
